,Calle,Colonia,Delegacion,Estado,Foto,HerramientasFaltantes,HerramientasSobrantes,Hora,HoradelReporte,ManodeObraFaltante,ManodeObraSobrantes,MedicamentosFaltantes,MedicamentosSobrantes,NumeroExterioroAproximado,NumerodePersonasAtrapadas,NumerodePersonasDesaparecidas,NumerodePersonasFallecidas,NumerodePersonasLesionadas,NumerodePersonasRescatadas,OtraReferenciadeUbicacion,Timestamp,TipodeInfraestructura,TipodeUso,TipodelDano,Verificado,ViveresFaltantes,ViveresSobrantes,latitud,longitud
442,,Reforma Social,,CDMX,,,,,,,,,,,,,,,,,2017-09-20 11:30:18,,,Ofrezco,,"Comida, Agua, Refugio / Dónde dormir, Transporte, Manos, Asistencia médica, Peritajes, Artículos de limpieza, Medicamentos, Ropa",,19.4313193,-99.2182913
443,,Veneros,,Chihuahua,,,,,,,,,,,,,,,,,2017-09-20 11:30:52,,,Ofrezco,,"Manos, Asistencia médica",,31.7311292,-106.4625624
444,,Santa Catarina ,Coyoacan ,Ciudad de México ,,,,,,,,,,,,,,,,,2017-09-20 11:32:53,,,Ofrezco,,"Comida, Agua, Transporte, Manos, Artículos de limpieza, Medicamentos, Ropa, Gasolina",,19.3483248,-99.201306
445,,Lindavista,Gustavo a madero,Ciudad de México ,,,,,,,,,,,,,,,,,2017-09-20 11:34:23,,,Ofrezco,,"Comida, Agua, Refugio / Dónde dormir, Transporte, Manos, Artículos de limpieza, Medicamentos, Gasolina",,19.4923947,-99.1257258
446,,El parque,Coyoacan,Ciudad de mexico,,,,,,,,,,,,,,,,,2017-09-20 11:35:14,,,Ofrezco,,"Comida, Artículos de limpieza, Ropa",,19.3407937,-99.1470882
447,,Observatorio,Miguel Hidalgo,CDMX,,,,,,,,,,,,,,,,Me dicen en la DMH que se requieren voluntarios arquitectos e ingenieros para colaborar en la revisión de estructuras que por favor se reporten en la oficina de Protección Civil en José Morán esquina Parque Lira.,2017-09-20 11:35:19,,,Necesito,,Peritajes,,19.4052999,-99.1940586
448,,Los Alpes ,Álvaro Obregón ,Ciudad de México ,,,,,,,,,,,,,,,,Tenemos un centro de acopio en el ITAM (Rio Hondo 1 Tizapan San Ángel Álvaro Obregón ,2017-09-20 11:36:48,,,Ofrezco,,Manos,,19.4186243,-99.2195513
449,,Jajalpa,Ecatepec ,Mexico,,,,,,,,,,,,,,,,Transporte en moto,2017-09-20 11:37:47,,,Ofrezco,,"Transporte, Manos",,19.5893814,-99.0356886
450,,roma,Cuauhtemoc,Ciudad de Mexico,,,,,,,,,,,,,,,,,2017-09-20 11:38:47,,,Ofrezco,,"Comida, Agua, Refugio / Dónde dormir, Manos, Artículos de limpieza, Medicamentos, Ropa",,19.4119333,-99.1562314
451,,Miguel Hidalgo ,Tlahuac,Ciudad de Mexico,,,,,,,,,,,,,,,,,2017-09-20 11:43:38,,,Ofrezco,,"Manos, Asistencia médica",,19.2817617,-99.0432887
452,,Miguel hidalgo,,Cdmx,,,,,,,,,,,,,,,,,2017-09-20 11:46:15,,,Ofrezco,,Discos de corte,,19.4306575,-99.2083953
453,,Hacienda san Juan ,Tlalpan ,Ciudad de México ,,,,,,,,,,,,,,,,,2017-09-20 11:47:02,,,Ofrezco,,"Manos, Asistencia médica",,19.2900358,-99.1430265
454,,TLALPAN,TLALPAN,CIUDAD DE MEXICO,,,,,,,,,,,,,,,,,2017-09-20 11:48:39,,,Ofrezco,,"Transporte, Manos",,19.2919642,-99.2217537
455,,Hacienda el Roble ,San Nicolás de los Garza ,Nuevo León ,,,,,,,,,,,,,,,,,2017-09-20 11:48:46,,,Ofrezco,,"Comida, Artículos de limpieza, Medicamentos, Ropa",,25.7628772,-100.2771894
456,,Portales,Tlalpan,Cdmx,,,,,,,,,,,,,,,,"Estoy sobre calzada de Tlalpan, esperando saber dónde podemos apoyar para lo que se necesite",2017-09-20 11:48:55,,,Ofrezco,,Manos,,19.3692406,-99.1497664
457,,24 abril,Venustiano Carranza,México,,,,,,,,,,,,,,,,,2017-09-20 11:49:03,,,Ofrezco,,"Manos, Ropa",,19.4154581,-99.1169091
458,,Letrán Valle,Benito Juárez,Ciudad de Mexico,,,,,,,,,,,,,,,,,2017-09-20 11:49:12,,,Ofrezco,,Refugio / Dónde dormir,,19.3782808,-99.1525281
459,,Polanco ,Miguel Hidalgo,CDMX,,,,,,,,,,,,,,,,,2017-09-20 11:49:24,,,Ofrezco,,Manos,,19.4298517,-99.1819451
460,,San José insurgentes ,Benito Juárez ,Ciudad de Mexico,,,,,,,,,,,,,,,,,2017-09-20 11:51:43,,,Ofrezco,,"Comida, Agua, Transporte, Manos, Artículos de limpieza",,19.3062962,-99.1862779
461,,Barrio San Pedro,Iztacalco,Ciudad de Mexico,,,,,,,,,,,,,,,,,2017-09-20 11:53:20,,,Ofrezco,,Palas picos carretilla cuerda,,19.3888739,-99.1838996
462,,Miguel Hidalgo ,,México ,,,,,,,,,,,,,,,,,2017-09-20 11:53:34,,,Ofrezco,,"Comida, Agua, Refugio / Dónde dormir, Transporte, Manos, Medicamentos, Ropa",,19.4298517,-99.1819451
463,,Lomas de Vista Hermosa,Cuajimalpa,Cdmx ,,,,,,,,,,,,,,,,,2017-09-20 11:54:51,,,Ofrezco,,"Comida, Agua, Refugio / Dónde dormir, Manos, Artículos de limpieza",,19.3764616,-99.260901
464,,Garcimarrero,Álvaro Obregón,México,,,,,,,,,,,,,,,,Quiero ayudar pero no sé a dónde acudir,2017-09-20 11:56:41,,,Ofrezco,,Manos,,19.3817866,-99.221137
465,,Ricardo Flores Magón,Naucalpan,México,,,,,,,,,,,,,,,,Estoy libre a partir de las 6 pm de hoy 20 de septiembre,2017-09-20 11:56:48,,,Ofrezco,,"Agua, Manos, Artículos de limpieza, Medicamentos",,19.4328525,-99.2459947
466,,Nspoles,Benito juarez,Mexixo,,,,,,,,,,,,,,,,,2017-09-20 11:58:12,,,Ofrezco,,"Comida, Agua",,19.4288129,-99.1612406
467,,Oriente,,Queretaro,,,,,,,,,,,,,,,,"tengo espacio disponible en SanJuan del Rio, Queretaro",2017-09-20 12:00:01,,,Ofrezco,,Refugio / Dónde dormir,,20.3951106,-99.9856344
468,,La planta,Iztapalapa,CDMX,,,,,,,,,,,,,,,,No está llegando ayuda porque la estación Nopalera de la línea 12 del metro se descarriló.,2017-09-20 12:00:27,,,Necesito,,"Comida, Agua, Refugio / Dónde dormir, Artículos de limpieza, Carpas, tiendas de campaña",,19.2939617,-99.06521
469,,Vista hermosa ,Cuajimalpa,Ciudad de mexico,,,,,,,,,,,,,,,,,2017-09-20 12:00:56,,,Ofrezco,,"Agua, Manos, Artículos de limpieza, Ropa",,19.3302983,-99.2880323
470,,Polanco,Miguel hidalgo,CDMX,,,,,,,,,,,,,,,,,2017-09-20 12:01:52,,,Ofrezco,,Manos,,19.4298517,-99.1819451
471,,campamento 2 de octubre,iztacalco,ciudad de méxico,,,,,,,,,,,,,,,,,2017-09-20 12:02:02,,,Ofrezco,,Manos,,19.3857814,-99.113797
472,,Caracol ,Venustiano Carranza ,Ciudad de México ,,,,,,,,,,,,,,,,,2017-09-20 12:02:49,,,Ofrezco,,Manos,,19.4255357,-99.0702403
473,,Puerta del rey,Saltillo,Coahuila ,,,,,,,,,,,,,,,,"Soy médico especialista en urgencias médicas, ofrezco mis servicios médicos para ayudar en la contingencia, puedo viajar hasta el fin de semana 23 y 24 de sept ",2017-09-20 12:05:06,,,Ofrezco,,Asistencia médica,,25.4465421,-100.9107815
474,,Molino de rosas,Álvaro Obregón,Ciudad de México,,,,,,,,,,,,,,,,,2017-09-20 12:05:09,,,Ofrezco,,"Comida, Agua, Manos, Artículos de limpieza, Medicamentos",,19.3718426,-99.2002892
475,,POlanco,Miguel Hidalgo,DF,,,,,,,,,,,,,,,,,2017-09-20 12:06:20,,,Ofrezco,,Agua,,19.420166,-99.2203687
476,,Vicente Guerrero,Iztapalapa,Ciudad de México,,,,,,,,,,,,,,,,Ropa de mujer adulta y adolescente / joven,2017-09-20 12:06:51,,,Ofrezco,,Ropa,,19.3551852,-99.1656271
477,,Del Valle,,Cdmx,,,,,,,,,,,,,,,,,2017-09-20 12:06:54,,,Ofrezco,,Manos,,19.3817299,-99.1649891
478,,Tezozomoc,Azcapotzalco,CDMX,,,,,,,,,,,,,,,,,2017-09-20 12:09:38,,,Ofrezco,,"Comida, Agua, Artículos de limpieza, Medicamentos, Ropa",,19.3229431,-99.136829
479,,Lomas del paraiso,Guadalajara,Jalisco,,,,,,,,,,,,,,,,,2017-09-20 12:14:17,,,Ofrezco,,"Comida, Agua, Refugio / Dónde dormir",,20.7236007,-103.3255109
480,,pantitlan,iztacalco,ciudad de mexico,,,,,,,,,,,,,,,,,2017-09-20 12:15:40,,,Ofrezco,,Manos,,19.40956,-99.070011
481,,Sor Juana Inés de la Cruz,Toluca ,México ,,,,,,,,,,,,,,,,"A todos aquellos lesionados, sean niños o adultos no importa, a consecuencia del sismo pero también a los voluntarios y rescatistas. Vivo en Toluca pero no importa porque pienso trasladarme a la CD.MX. Para brindar atención de manera inmediata ",2017-09-20 12:16:22,,,Ofrezco,,"Manos, Asistencia médica, Rehabilitación Física y Ocupacional",,19.2920767,-99.6665042
482,,Villa Quietud,Tlalpan,Ciudad de México,,,,,,,,,,,,,,,,,2017-09-20 12:16:49,,,Ofrezco,,Asistencia médica,,19.3028753,-99.1055293
483,,Olivar de los Padres,Alvaro Obregon,Ciudad de Mexico,,,,,,,,,,,,,,,,,2017-09-20 12:17:54,,,Ofrezco,,"Comida, Agua, Refugio / Dónde dormir, Transporte, Manos, Medicamentos, Ropa",,19.3386603,-99.2410868
484,,Encino,Aguascalientes ,Aguascalientes ,,,,,,,,,,,,,,,,,2017-09-20 12:24:13,,,Ofrezco,,"Comida, Refugio / Dónde dormir, Transporte, Ropa",,21.9013607,-102.2969264
485,,Polanco,Miguel Hidalgo,Estado de Mexico,,,,,,,,,,,,,,,,,2017-09-20 12:27:58,,,Ofrezco,,Manos,,19.4340199,-99.1956012
486,,Reyes Ixtacala,Tlalnepantla,Estado de México,,,,,,,,,,,,,,,,,2017-09-20 12:28:19,,,Ofrezco,,"Comida, Agua, Manos",,19.5260796,-99.18923
487,,Reyes Ixtacala,Tlalnepantla,Estado de México,,,,,,,,,,,,,,,,,2017-09-20 12:28:19,,,Ofrezco,,"Comida, Agua, Manos",,19.5260796,-99.18923
488,,Roma,Cuauhtemoc ,DF,,,,,,,,,,,,,,,,,2017-09-20 12:29:18,,,Ofrezco,,"Comida, Agua, Manos, Alcohol",,19.4294428,-99.157727
489,,Paseos de Taxqueña,Coyoacán,CDMX,,,,,,,,,,,,,,,,,2017-09-20 12:33:10,,,Ofrezco,,Máscaras antipolvo,,19.339039,-99.1285616
490,,MERCED GOMEZ,ALVARO OBREGON,CDMX,,,,,,,,,,,,,,,,,2017-09-20 12:35:16,,,Ofrezco,,"Comida, Agua, Refugio / Dónde dormir, Transporte, Manos, Artículos de limpieza, Ropa",,19.3669184,-99.190962
491,,Hipódromo Condesa,,Ciudad de México,,,,,,,,,,,,,,,,Residente de Cirugía General,2017-09-20 12:41:24,,,Ofrezco,,Asistencia médica,,19.4104558,-99.1797497
492,,Chimalcoyotl,Tlalpan ,Ciudad de México ,,,,,,,,,,,,,,,,Ofrezco consulta psicológica gratuita a quien lo requiera ,2017-09-20 12:41:54,,,Ofrezco,,Manos,,19.274495,-99.1679236
493,,san gregorio,xochimilco,ciudad de méxico,,,,,,,,,,,,,,,,,2017-09-20 12:42:25,,,Necesito,,"Manos, Asistencia médica",,19.3468155,-99.1637027
494,,Lomas de Ahuatlán,Cuernavaca,Morelos,,,,,,,,,,,,,,,,,2017-09-20 12:52:52,,,Ofrezco,,"Comida, Agua, Manos, Artículos de limpieza, Medicamentos",,18.9567208,-99.2584643
495,,doctores,roma norte,ciudad de mexico,,,,,,,,,,,,,,,,,2017-09-20 12:54:06,,,Ofrezco,,Refugio / Dónde dormir,,19.4131541,-99.144485
496,,Lomas de Ahuatlán,Cuernavaca,Morelos,,,,,,,,,,,,,,,,,2017-09-20 12:54:17,,,Ofrezco,,"Comida, Agua, Manos, Medicamentos",,18.9567208,-99.2584643
497,,Arboledas,Guadalajara ,Jalisco,,,,,,,,,,,,,,,,,2017-09-20 12:57:49,,,Ofrezco,,Manos,,20.6290484,-103.4237244
498,,Industrial,Gustavo A. Madero,Mexico,,,,,,,,,,,,,,,,Atención medica y en crisis aguda,2017-09-20 12:58:20,,,Ofrezco,,Asistencia médica,,25.563891,-100.9414788
499,,Narvarte,Benito Juárez,CDMX,,,,,,,,,,,,,,,,,2017-09-20 13:08:43,,,Ofrezco,,"Comida, Agua, Refugio / Dónde dormir, Transporte, Manos, Artículos de limpieza, Medicamentos, Gasolina",,19.4003398,-99.1573629
500,,Analco.,Puebla de Zaragoza.,Puebla.,,,,,,,,,,,,,,,,Trabajar sin importar nada. ,2017-09-20 13:09:24,,,Ofrezco,,Manos,,19.0412967,-98.2061996
501,,Naucalpan,Naucalpan,Estado de México,,,,,,,,,,,,,,,,,2017-09-20 13:11:15,,,Ofrezco,,"Transporte, Manos, Carpas, tiendas de campaña",,19.5176421,-99.2324831
502,,Doctores,Doctores,Distrito Federal,,,,,,,,,,,,,,,,,2017-09-20 13:11:37,,,Ofrezco,,Manos,,19.45664,-99.2031769
503,,Ciudad del sol,,Jalisco,,,,,,,,,,,,,,,,,2017-09-20 13:16:03,,,Ofrezco,,"Manos, Asistencia médica",,20.653772,-103.406389
504,,Centro,Cholula,Puebla,,,,,,,,,,,,,,,,,2017-09-20 13:25:55,,,Ofrezco,,"Comida, Agua, Manos / Voluntarios, Artículos de limpieza, Medicamentos, Ropa",,19.0565196,-98.3225325
505,,Tapojaco,Cuautitlán Izcalli,Estado de Mexico,,,,,,,,,,,,,,,,,2017-09-20 13:27:57,,,Ofrezco,,Manos / Voluntarios,,19.6488633,-99.2425312
506,,San Mateo,Coyoacan,CDMX,,,,,,,,,,,,,,,,,2017-09-20 13:30:35,,,Ofrezco,,Manos / Voluntarios,,19.3460938,-99.2577715
507,,Las Águilas ,Alvaro Obregón ,Ciudad de México ,,,,,,,,,,,,,,,,,2017-09-20 13:33:51,,,Ofrezco,,"Comida, Agua, Manos / Voluntarios, Medicamentos, Ropa",,19.3492454,-99.2241019
508,,Progreso Tizapan,Álvaro Obregón ,Ciudad de México co,,,,,,,,,,,,,,,,"Puedo realizar curaciones,aplicar vacunas, etc.",2017-09-20 13:34:13,,,Ofrezco,,"MIP UNAM, al sur de la Ciudad, aplicación de vacunas",,19.381706,-99.2218112
509,,Tetlameya,Coyoacan/tlalpan,Cdmx,,,,,,,,,,,,,,,,,2017-09-20 13:35:57,,,Ofrezco,,Manos / Voluntarios,,19.2982277,-99.151886
510,,San Ángel ,Álvaro Obregón ,Ciudad de México ,,,,,,,,,,,,,,,,,2017-09-20 13:37:20,,,Ofrezco,,"Artículos de limpieza, Medicamentos, Algodón, Electrolit, toallas sanitarias, gel antibacterial",,19.3405518,-99.2011436
511,,Jardín Balbuena ,Venustiano Carranza,CDMX ,,,,,,,,,,,,,,,,,2017-09-20 13:39:34,,,Ofrezco,,Manos / Voluntarios,,19.4142597,-99.1041157
512,,Portales sur,Benito Juarex,Ciudad de mexico,,,,,,,,,,,,,,,,,2017-09-20 13:47:16,,,Ofrezco,,"Agua, Refugio / Dónde dormir, Manos / Voluntarios, Artículos de limpieza, Medicamentos",,19.36165,-99.1522666
513,,Ojo de agua,Tecamac ,México ,,,,,,,,,,,,,,,,Me puedo trasladar a donde se requiera.,2017-09-20 13:51:07,,,Ofrezco,,Manos / Voluntarios,,19.672206,-99.0156554
514,,Del valle,Benito juarez,Avenida coyoacan y torres adalid,,,,,,,,,,,,,,,,,2017-09-20 13:51:17,,,Ofrezco,,"Refugio / Dónde dormir, Manos / Voluntarios",,19.3912485,-99.1661482
515,,Jesus del monte,Huixquilucan,Estado de México ,,,,,,,,,,,,,,,,,2017-09-20 13:53:02,,,Ofrezco,,Manos / Voluntarios,,19.379596,-99.2938053
516,,Lomaa del sol ,,Mexico,,,,,,,,,,,,,,,,,2017-09-20 13:53:18,,,Ofrezco,,Manos / Voluntarios,,19.3885825,-99.2764794
517,,Lomas del sol ,Huixquilucan ,México ,,,,,,,,,,,,,,,,,2017-09-20 13:54:21,,,Ofrezco,,Manos / Voluntarios,,19.3885825,-99.2764794
518,,Contadero,Cuajimalpa,Contadero,,,,,,,,,,,,,,,,,2017-09-20 13:54:39,,,Ofrezco,,"Comida, Agua, Manos / Voluntarios, Artículos de limpieza, Medicamentos, Ropa",,19.3486213,-99.3032594
519,,Colonial de la Sierra,,Nuevo León,,,,,,,,,,,,,,,,,2017-09-20 13:55:37,,,Ofrezco,,"Comida, Agua, Artículos de limpieza, Medicamentos, Ropa",,25.6342207,-100.384181
520,,Polanco,Miguel Hidalgo ,CD.MX. ,,,,,,,,,,,,,,,,,2017-09-20 13:56:46,,,Ofrezco,,"Comida, Agua, Manos / Voluntarios, Artículos de limpieza, Ropa",,19.4340199,-99.1956012
521,,Ejército de oriente ,Iztapalapa ,Ciudad de México ,,,,,,,,,,,,,,,,,2017-09-20 13:57:14,,,Ofrezco,,"Comida, Agua, Refugio / Dónde dormir, Manos / Voluntarios, Artículos de limpieza, Ropa",,19.3691134,-99.028315
522,,Lomas de Vista Hermosa,Cuajimalpa ,Ciudad de México ,,,,,,,,,,,,,,,,,2017-09-20 13:59:12,,,Ofrezco,,"Transporte, Manos / Voluntarios",,19.38191,-99.267373
523,,Del Valle,Benito Juarez,CDMX,,,,,,,,,,,,,,,,,2017-09-20 13:59:17,,,Ofrezco,,Manos / Voluntarios,,19.377698,-99.177032
524,,Juárez ,Cuauhtémoc ,DF ,,,,,,,,,,,,,,,,"Tengo una grieta en una trabe de carga, necesito apoyo para determinar qué tan grave es y cómo arreglarla y/o evacuar, gracias!",2017-09-20 13:59:44,,,Necesito,,Peritajes,,19.4341287,-99.1408188
525,,Santa Lilia Chamapa ,Naucalpan de Juárez ,Estado de México ,,,,,,,,,,,,,,,,"Contamos con mucha ropa para todas las edades, un poco de víveres y materiales de curación, 2 camionetas SUV para trasladar víveres o paramédicos, alimentos preparados (1 caja de sándwiches) ",2017-09-20 14:00:09,,,Ofrezco,,"Comida, Agua, Transporte, Manos / Voluntarios, Medicamentos, Ropa",,19.5077126,-99.2971499
526,,Buenavista,Xalapa,veracruz,,,,,,,,,,,,,,,,,2017-09-20 14:05:04,,,Ofrezco,,"Comida, Agua, Artículos de limpieza, Medicamentos",,19.5556041,-96.9565557
527,,Centro,,Morelos,,,,,,,,,,,,,,,,,2017-09-20 14:06:18,,,Ofrezco,,Manos / Voluntarios,,18.9242095,-99.2215659
528,,Del valle,Benito Juárez ,Ciudad de mexico,,,,,,,,,,,,,,,,,2017-09-20 14:09:18,,,Ofrezco,,"Comida, Agua",,19.3910737,-99.1657372
529,,Axotla,Coyoacan ,Distrito Federal,,,,,,,,,,,,,,,,,2017-09-20 14:11:56,,,Ofrezco,,"Comida, Agua, Transporte, Manos / Voluntarios",,19.3569015,-99.1753699
530,,Santa María la ribera ,Cuauhtemoc,CD.MX. ,,,,,,,,,,,,,,,,,2017-09-20 14:14:08,,,Ofrezco,,Comida,,19.4511982,-99.1635019
531,,Bosques de las lomas,Cuajimalpa,Distrito federal,,,,,,,,,,,,,,,,,2017-09-20 14:17:46,,,Ofrezco,,"Comida, Agua, Manos / Voluntarios, Medicamentos",,19.2691692,-99.2328931
532,,Vallejo ,Gustavo A.  Madero ,Ciudad de México ,,,,,,,,,,,,,,,,,2017-09-20 14:19:24,,,Ofrezco,,"Agua, Refugio / Dónde dormir, Manos / Voluntarios, Ropa",,19.4811844,-99.1489762
533,,El molino,Cuajimalpa,Cdmx,,,,,,,,,,,,,,,,,2017-09-20 14:19:48,,,Ofrezco,,Manos / Voluntarios,,19.2887091,-99.1215977
534,,Jesus del monte,Huixquilucan ,De México ,,,,,,,,,,,,,,,,,2017-09-20 14:21:47,,,Ofrezco,,"Comida, Agua, Refugio / Dónde dormir, Transporte, Manos / Voluntarios, Asistencia médica, Artículos de limpieza, Medicamentos, Carpas, tiendas de campaña, Ropa, Gasolina",,19.379596,-99.2938053
535,,Paseo de las Lomas ,Alvaro obregon,CDMX ,,,,,,,,,,,,,,,,,2017-09-20 14:22:32,,,Ofrezco,,Manos / Voluntarios,,19.3606987,-99.2757106
536,,Los Girasoles,Coyoacan,Cdmx,,,,,,,,,,,,,,,,Cdmx,2017-09-20 14:24:02,,,Ofrezco,,"Manos / Voluntarios, Herramienta y equipo de protección ",,19.4359195,-99.1389326
537,,Alfonso XIII ,Álvaro Obregón,Ciudad de México ,,,,,,,,,,,,,,,,,2017-09-20 14:24:59,,,Ofrezco,,Manos / Voluntarios,,19.3975555,-99.1410148
538,,Interlomas,Huixquilucan,Ciudad de México/estado de México,,,,,,,,,,,,,,,,Soy médico cirujano. Estoy en Interlomas. Puedo desplazarme a Polanco.,2017-09-20 14:25:15,,,Ofrezco,,Asistencia médica,,19.3997179,-99.2790105
539,,San Ángel ,Alvaro Obregon,DF,,,,,,,,,,,,,,,,,2017-09-20 14:27:52,,,Ofrezco,,"Comida, Agua, Manos / Voluntarios",,19.3465231,-99.1912897
540,,Bosques de las Lomas y Tecamachalco,,Estado de México,,,,,,,,,,,,,,,,,2017-09-20 14:30:42,,,Ofrezco,,"Comida, Agua, Manos / Voluntarios, Artículos de limpieza, Medicamentos, Ropa",,19.3850818,-99.2664528
541,,,,Texas,,,,,,,,,,,,,,,,"Estoy fuera de CDMX, pero a través de llamadas, textos y redes estoy ayudando a coordinar entregas de donaciones, comunicar información relevante. Tengo habilidades de diseño gráfico para comunicación",2017-09-20 14:32:30,,,Ofrezco,,comunicación y logística via teléfonica y redes,,31.7618778,-106.4850217
542,,Lomas reforma,,Mexici,,,,,,,,,,,,,,,,,2017-09-20 14:37:14,,,Ofrezco,,Manos / Voluntarios,,19.4040302,-99.233527
543,,CENTRO,Tulancingo,Hidalgo ,,,,,,,,,,,,,,,,,2017-09-20 14:38:22,,,Ofrezco,,Alimento para Mascota,,20.0843785,-98.3692634
544,,Tecamachalco,Naucalpan de Juarez ,Estado de México,,,,,,,,,,,,,,,,,2017-09-20 14:39:11,,,Ofrezco,,Manos / Voluntarios,,19.4193192,-99.23699
545,,Bosques de las Lomas ,,Mexico ,,,,,,,,,,,,,,,,Estudiante de medicina de 7 semestre ,2017-09-20 14:40:47,,,Ofrezco,,"Comida, Manos / Voluntarios, Asistencia médica",,19.4010793,-99.2480728
546,,Guadalupe inn,Alvaro Obregón ,Cdmx,,,,,,,,,,,,,,,,,2017-09-20 14:41:05,,,Ofrezco,,"Transporte, Manos / Voluntarios, Ropa",,19.3590761,-99.1839654
547,,Xochimilco,Xochimilco,CDMX,,,,,,,,,,,,,,,,,2017-09-20 14:41:39,,,Ofrezco,,"Manos / Voluntarios, Asistencia médica",,19.2572314,-99.1029664
548,,Perisur,Tlalpan,Ciudad de México ,,,,,,,,,,,,,,,,,2017-09-20 14:41:55,,,Ofrezco,,Manos / Voluntarios,,19.3043203,-99.190036
549,,Polanco,Miguel Hidalgo,Ciudad de Mexico,,,,,,,,,,,,,,,,,2017-09-20 14:42:07,,,Ofrezco,,"Transporte, Manos / Voluntarios",,19.433077,-99.1982123
550,,"Santa Cruz atoyac, villa coapa",,Cdmx,,,,,,,,,,,,,,,,,2017-09-20 14:44:35,,,Ofrezco,,"Artículos de limpieza, Medicamentos, Ropa",,19.3326733,-99.1244831
551,,Lomas Boulevares,Tlalnepantla,México,,,,,,,,,,,,,,,,,2017-09-20 14:47:33,,,Ofrezco,,Manos / Voluntarios,,19.5191891,-99.2271683
552,,JUAREZ,CUAUHTEMOC,DISTRITO FEDERAL,,,,,,,,,,,,,,,,,2017-09-20 14:54:21,,,Ofrezco,,"Refugio / Dónde dormir, Manos / Voluntarios, Asistencia psicológica",,19.4341287,-99.1408188
553,,Lomas de chapultepec,Miguel Hidalgo,Ciudad de Mexico,,,,,,,,,,,,,,,,,2017-09-20 14:56:00,,,Ofrezco,,Manos / Voluntarios,,19.4249374,-99.2134442
554,,Condesa,Cuahutemoc,CDMX ,,,,,,,,,,,,,,,,,2017-09-20 14:58:41,,,Ofrezco,,"Manos / Voluntarios, Picos palas guantes ceguetas ",,19.410688,-99.1789142
555,,Barrio san Lucas ,Coyoacan y Benito Juárez ,Cdmx,,,,,,,,,,,,,,,,,2017-09-20 14:58:44,,,Ofrezco,,"Comida, Agua, Transporte, Manos / Voluntarios",,19.471516,-99.1831799
556,,Tlalpan ,Tlalpan ,Ciudad de México ,,,,,,,,,,,,,,,,,2017-09-20 14:59:09,,,Ofrezco,,"Comida, Refugio / Dónde dormir, Transporte, Asistencia médica, Medicamentos",,19.2871869,-99.1705253
557,,Santa fe ,Cuajimalpa/alvaro obregon,Ciudad de mexico,,,,,,,,,,,,,,,,"Ofrezco atencion en cirugia plastica y reconstructiva (heridas en cara, mano, lesiones de mano y tendones, quemaduras, fracturas de cara y mano) ",2017-09-20 15:00:18,,,Ofrezco,,Asistencia médica,,19.3863928,-99.2255625
558,,La loma Santa Fe ,Álvaro Obregón ,CDMX ,,,,,,,,,,,,,,,,,2017-09-20 15:01:11,,,Ofrezco,,Manos / Voluntarios,,19.3566731,-99.2753515
559,,Juarez,cuauhtemoc,Ciudad de México,,,,,,,,,,,,,,,,,2017-09-20 15:02:43,,,Ofrezco,,"Comida, Agua, Artículos de limpieza, Medicamentos",,19.4341287,-99.1408188
560,,Santa María Nonoalco,Álvaro Obregón y alrededores,CDMX,,,,,,,,,,,,,,,,,2017-09-20 15:04:09,,,Ofrezco,,Apoyo psicológico ,,19.3802355,-99.1930167
561,,Magnolia,,Texas,,,,,,,,,,,,,,,,,2017-09-20 15:05:21,,,Ofrezco,,Comida,,29.5641696,-98.4888918
562,,San Rafael Chamapa,Naucalpan de Juárez ,Estado de México ,,,,,,,,,,,,,,,,,2017-09-20 15:05:23,,,Ofrezco,,Refugio / Dónde dormir,,19.457712,-99.2567323
563,,Ahuehuete,Texcoco ,México,,,,,,,,,,,,,,,,,2017-09-20 15:05:24,,,Ofrezco,,"Comida, Agua, Asistencia médica, Medicamentos",,19.5060359,-98.88103
564,,Lindavista ,Gustavo A. Madero,Ciudad de México ,,,,,,,,,,,,,,,,,2017-09-20 15:05:50,,,Ofrezco,,"Refugio / Dónde dormir, Manos / Voluntarios, Cuidado a lesionados, niños y adultos mayores",,19.5037694,-99.1324282
565,,La joya ,,Queretaro,,,,,,,,,,,,,,,,,2017-09-20 15:10:05,,,Ofrezco,,"Manos / Voluntarios, Ropa",,20.5690246,-100.4192878
566,,La joya ,,Queretaro,,,,,,,,,,,,,,,,,2017-09-20 15:10:07,,,Ofrezco,,"Manos / Voluntarios, Ropa",,20.5690246,-100.4192878
567,,Torres de potrero,Alvaro obregon,Cdmx,,,,,,,,,,,,,,,,,2017-09-20 15:16:42,,,Ofrezco,,Transporte,,19.3319317,-99.2466874
568,,Las aguilas,Álvaro Obregón ,Ciudad de Mexico,,,,,,,,,,,,,,,,,2017-09-20 15:18:11,,,Ofrezco,,"Refugio / Dónde dormir, Manos / Voluntarios",,19.3614558,-99.2040557
569,,Lomas de Vista Hermosa,Cuernavaca ,Morelos,,,,,,,,,,,,,,,,,2017-09-20 15:22:06,,,Ofrezco,,Manos / Voluntarios,,18.9477964,-99.2162139
570,,Ciudad de los Deportes,Benito Juarez,Ciudad de Mexico,,,,,,,,,,,,,,,,,2017-09-20 15:24:11,,,Ofrezco,,"Comida, Agua, Transporte, Manos / Voluntarios, Ropa",,19.3832047,-99.1795226
