,AlimentosExistentes,AlimentosFaltantes,ArtculosUrgentes,Calle,Colonia,Delegacinomunicipio,EspecialistasExistentesseparaporcomas,EspecialistasFaltantesseparaporcomas,Estado,HerramientasExistentes,HerramientasFaltantes,Horariodeatencin,Marcatemporal,MedicamentosExistentes,MedicamentosFaltantes,Nombredelcentro,Nombredelcontacto,Nmero,OtrosArtculosqueNecesitan,Serequierevoluntarios,Telfono,TelfonoAcopio,Verificado,latitud,longitud
267,,enlatados,"bolsas blancas o transparentes, cajas, cobijas",Gabriel Mancera ,Del Valle Centro,Benito Juárez,nan,nan,Ciudad de México,,picos y palas,24 hrs (relevos en la noche madrugada),21/09/2017 18:26:59,,,-,Daniel,858,,Sí,5510072571,,Sí,19.3845215,-99.1645815
268,,Agua comida para bebs chocolates,,Olivo,Florida,Álvaro Obregón,nan,nan,Ciudad de México,,,24 horas,21/09/2017 18:27:40,,Electrolitos analgsicos antiniticosa solucin salina solucin glucosada amoxicilina ciproflaxcina levoflaxina adrenalina atropina morfina puntas nasales tanque de oxgeno punzas       catter venoso central medicamento intravenoso,"Olivo 39, Florida",Rodrigo Derbez,39,"Pañales, Toallas sanitarias",No,5517005490,,Sí,19.3547247,-99.1838183
269,,,"Herramienta, picos, palas y guantes de carnaza",Miguel Ángel de Quevedo 296,Coyoacan,Coyoacan,nan,nan,Ciudad de México,,Picos palas y guantes de carnaza,10:00 a 19:00,21/09/2017 18:29:39,,,Centros y Artes de Música de CdMx,HaSsam Manzilla,200,,No,5510518791,,Sí,19.3463496,-99.17688319999999
270,,agua enlatados comida para beb  comida para perro y para gato,"ropa, cobijas, cinta aislante, cajas, pañal de adulto, impermeables y lonas, productos de higiene personal",Avenida Coyoacán,Del Valle Norte,Benito Juárez,nan,nan,Ciudad de México,,,?,21/09/2017 18:30:22,,todas,Insoportablemente Argentino,Francisco Rio,124,-,No,5551584282,,Sí,19.3966689,-99.16678399999999
271,,,,Moras,Del Valle ,Benito Juárez ,nan,nan,Ciudad de México,,,,21/09/2017 18:30:27,,,Benito Juarez,Desconocido,416,,No,Desconocido,,Sí,19.3741316,-99.1735214
274,,arroz frijol leche y sopas,pilas,Gabriel Mancera,Del Valle Centro,Benito Juárez,nan,nan,Ciudad de México,,cascos y linternas,24 hrs (necesitan relevos),21/09/2017 18:33:27,,productos de curacin jeringas y gazas,-,Nuria Garduño,938,aseo persola y croquetas de perro,Sí,551049022,,Sí,19.3830715,-99.16506
277,,,,39pte ,Gabriel Pastor,Puebla,nan,nan,Puebla,,Palas carretillas picos varilla cemento cal armex,8:00 hrs - 18:00 hrs,21/09/2017 18:35:29,,,El jagüete,Casandra Robredo,505,,Sí,2224570734,,Sí,19.0314077,-98.2105909
278,,,,Dr. Navarro,Doctores,Cuauhtémoc,nan,nan,Ciudad de México,,palas martillos picos cinceles barretas grifas linternas bateras cuerdas guantes tapabocas,8am - 7pm,21/09/2017 18:36:10,,adrenalina atropina salbutamol guantes gasas jeringas cepillos quirrgicos analgsicos,CU 9064,Oscar Bonetti,4,"pañales, papel de baño, toallas sanitarias, cepillos, pasta dental, desodorante, jabón",No,5543269501,,Sí,19.420166,-99.14353949999999
279, Despensas  paales  colchones agua medicamentos papel higienico,,,Hidalgo,Centro,Azcapotzalco,nan,nan,Morelos,,Picos palas,,21/09/2017 18:36:32,,Vendas Gaza guantes cubrebocas,Centro de acopio vecinal Azcapotzalco,Pascual Santiago gomez,1,,No,5540248273,,Sí,19.4770758,-99.2125889
280,,Enlatados,"Guantes para perro, oxígeno, suero, antibióticos, agua, alimento enlatado, papel",Salamanca,Roma,Cuauhtemoc ,nan,nan,Ciudad de México,,,24 horas,21/09/2017 18:36:49,,Suero,Salamanca con Puebla,Enrique Mayen,33,,Sí,7531363803,,Sí,19.4206211,-99.1699484
281,,,"Tanques de oxígeno y mascarillas pediátricas, baterías de 3 y 4 volts para glucómetros, impermeables, baterías tamaño D",Concepción Beistegui,Narvarte Poniente,Benito Juárez,nan,nan,Ciudad de México,,cascos palas cubetas guantes de carnaza cizallas poleas cuerdas lmparas de mano,9:00 - 20:00,21/09/2017 18:37:21,,antibiticos peditricos y antipirticos amoxicilina con cido clavulnico analgsicos intravenosos KetorolacoDiclofenaco,Centro Universitario México,No disponible,1106,"máscaras contra humo, bolsas transparentes de 5kg",No,"5549610456, 5533205484, 5571495763",,Sí,19.3886343,-99.1618299
282,,,,Sudermann,Polanco,Miguel Hidalgo,nan,nan,Ciudad de México,,,,21/09/2017 18:41:34,,,KW,KW,238,,,No lo proporcionaron. ,,Sí,19.4340555,-99.1840167
283,Atn agua galleta leche leche en polvo,Comida para perro electrolitos  arroz sopa lenteja,"Soga, palas, picos, cascos, guantes, comida para perro",Dr. Río de la Loza ,Doctores,Cuauhtémoc,nan,nan,Ciudad de México,Carretillas,Picos palas pinzas guantes goggles ,10 AM a 8 pm,21/09/2017 18:41:55,Vendas cubre bocas gasas micropore paracetamol suero antibiticos analgsico  vitaminas hipertensin gastrointestinal botiquines,No,Escuela libre de derecho,Claudio Martínez Santistevan,65,"Higiene, pañales, casas de campaña",No,5554078145,,Sí,19.4252281,-99.14521099999999
284,Agua no necesitan ms alimentos por el momento ,,"Cascos, cinta de precaución, cuters, navajas, impermeables, lonas, radios, pilas, lamparas ",Alvaro Obregon esquina Yucatan,Condesa,Cuahutemoc,nan,nan,Ciudad de México,,Cascos cinta de precaucin cuters navajas impermeables lonas radios pilas lamparas ,,21/09/2017 18:43:22,Consultas oftalmolgicas gratis ,,Centro de acopio ,SD,254,,No,Sd,,Sí,19.4167026,-99.1672596
285,Alimento de mascota paales y toallas sanitarias,,"Pilas, lámparas",Av Azcapotzalco,Centro,Azcapotzalco,nan,nan,Morelos,,,9 AM a 10 pm,21/09/2017 18:43:59, cajas de medicamento para diabticos analgesicos gstricos,Antibiticos y soluciones para curacin ,Somos más Azcapotzalco,Rafael cruz guzman,1,Herramientas ,No,5547641385,,No,19.4826499,-99.1848002
287,Agua,,"Material de construcción, alimentos no perecederos",Av Juárez,Centro,Cuauhtémoc,nan,nan,Ciudad de México,,Palas picos marros cubetas ,8:00 am a 8:00 pm,21/09/2017 18:46:12,,Analgsicos antibiticos ,#AcopioBellasArtes / CNESIEC,Eric Gabriel López Aboytes,18,,No,5585295569,,Sí,19.4340877,-99.14224730000001
288,,No perecederos,"Cajas, cintas para empaque, cobijas, linternas y lámparas ",Amores ,Del Valle,Benito Juarez,nan,nan,Ciudad de México,,,,21/09/2017 18:47:09,,,,Desconocido,1444,,No,5525598786,,Sí,19.3722419,-99.16927919999999
290,Vacio,,"Medicamentos, material de rescate, ",Dr. NAVARRO esq Lázaro cárdenas,Doctores,Cuauhtémoc,nan,nan,Ciudad de México,,Palas martillos picos cinceles barreras grifas cuerdas bateras,8 AM. A 7 pm,21/09/2017 18:50:58,Vacio,Adrenalina atropina salbutamol analgsico,Verificentro CU9064,Óscar Boneti,4,"Papel d baño, artículos de limpieza, higiene personal",No,5543269501 / 55780536,,Sí,19.4203199,-99.1433142
291,,,"Suero, electrolitos, bebidas azucaradas, boquilla de oxicorte",Lucas Alamán y Simón Bolívar ESQUINA,Obrera,Cuauhtémoc,nan,nan,Ciudad de México,,Pilas y linternas,24 horas,21/09/2017 18:51:35,,Antinflamatorios analgsicos algodn agua oxigenada,Lucas Alamán y Simón Bolívar,En rotación,0,---,No,0,,Sí,19.4212374,-99.1401898
292,,,Saturado por el momento 21 sep 18:52 hrs.,Sierravista esquina con Río Bamba,Lindavista,GAM,nan,nan,Ciudad de México,,,,21/09/2017 18:53:01,,,Sierravista y Río Bamba,Claudia Torres,883,,No,5569307363,,Sí,19.4941488,-99.12428399999999
293,,,"Pilas C, Aceites dos tiempos para motosierra, Venoclisis, Alimentos , Chalecos, Impermeables, Guantes, Ropa interior ",Veracruz ,Condesa ,Cuauhtémoc ,nan,nan,Ciudad de México,,,,21/09/2017 18:55:21,,,Centro de ayuda judio ,Colombo,62,,No,55 5109 2050,,Sí,28.3966637,-106.8573762
294,,Todo los no perecederos ,"Ropa, chamarras, sleeping bags, cobijas",Calle Maria,Nativitas,Benito juarez,nan,nan,Ciudad de México,,,10 am- 6 pm,21/09/2017 18:55:23,Ninguno,,Centro de acopio,Ramón Ramirez,93,,No,5541809460,,Sí,19.3812738,-99.13643770000002
295,Comida hecha ,,Artículos para Bebé,La Morena esq. Cuauhtemoc,Narvarte Poniente,Benito Juarez,nan,nan,Ciudad de México,,Herramientas general chalecos guantes,24 hrs,21/09/2017 18:56:09,,Material mdico general,Info DF,Susana Hernández ,865,"Bolsas de basura,",No,5554629820,,Sí,19.3983317,-99.15574869999999
298,No,Ropa de  aos,No,Avenida Hidalgo ,Del Carmen,Coyoacán ,nan,nan,Ciudad de México,No aplica ,No,10:00 - 20:00,21/09/2017 19:01:04,No,No,Arenal,Merary,229,"Juguetes sin pila, Pañales, Toallas Húmedas, Ropa para niños y niñas de 0-14, Sábanas, Zapatos/Tenis, Abrigos, Leche en Polvo, Gerber, Jabón y Shampoo para bebé, biberones",No,5541891088,,No,19.3500757,-99.1590835
299,No se,No se,Paquetes con Libros y juguetes,Agua,Jardines del Pedregal,Alvaro Obregón,nan,nan,Ciudad de México,No se,No se,55 1473 6839,21/09/2017 19:01:10,No se,No se,THINK,Julene Iriarte,702,Juguetes,No,5543404556,,Sí,19.3173043,-99.2094022
300,Comida preparada despensa agua,Enlatados,"Medicamentos, Artículos para bebé",Dr. Lucio esq De. Navarro,Doctores,Cuauhtémoc,nan,nan,Ciudad de México,No tienen,Varia,24 hrs,21/09/2017 19:02:14,Analgsico anridiarreicos ansiliticos,Insulina,Dr. Lucio,Daniela Breton,132,"Pilas, equipo de protección personal",No,5539031213,,Sí,19.4210543,-99.15207509999999
301,,Ya no,Artículos de higiene personal ,Avenida Santiago ,Iztaccíhuatl,Iztacalco,nan,nan,Ciudad de México,,Picos palas linternas ,10 a 22hrs,21/09/2017 19:03:20,,,Centro de acopio ,César Gómez ,2601,"Lonas, impermeables ",No,5523244061,,Sí,19.3914855,-99.13691190000002
303,Enlatados lo mandan a Parque lincon ,,,Homero,Polanco ,Miguel Hidalgo ,nan,nan,Ciudad de México,Palas ,,8-9 pm,21/09/2017 19:07:02,Si pero no tienen claro cules ,,Grupo aura,Diego Ramos ,823,,No,52793550,,Sí,19.4359066,-99.194459
304,,,,Parque Lira,Observatorio,Miguel Hidalgo,nan,nan,Ciudad de México,,,24 horas,21/09/2017 19:08:53,,,Parque Lira,Carlos,96,,Sí,5552767700,,Sí,19.407649,-99.18966100000002
305,Se requiere de todo,Se recibe de todo ,Se recibe de todo,Mitla ,Narvarte,Benito Juárez ,nan,nan,Ciudad de México,,Se quiere de todo ,,21/09/2017 19:09:53,Se requiere de todo,Se requiere de todo,Sin nombre ,Briseida,59,,No,5531341906,,Sí,19.3975322,-99.14955289999999
306,na,Enlatados agua alimentos para beb,"Enlatados, agua, medicamentos",Cuauhtémoc ,Doctores,Cuauhtémoc,nan,nan,Ciudad de México,No recibe,No reciben,Desconocido,21/09/2017 19:10:22,No tienen,Analgsico antiinflamatorio,Universidad CUCS,Desconocido,42,"Ropa, cobijas, aseo personal",No,55883536 / 55787815,,Sí,19.4236905,-99.1537255
307,,Todo,Nada,Colima ,Roma norte,Cuauhtemoc,nan,nan,Ciudad de México,,,9 am a 12 am ,21/09/2017 19:10:43,,,YubAn,Veronica valadez,268,,No,26232220,,Sí,19.4188254,-99.1642073
308,Comida hecha,Enlatados,"Medicos, chocolate, azúcares, dulces, cosas de bebe , pañales, toallas húmedas ",Torres adalid,Narvarte,BJ,nan,nan,Ciudad de México,Martillo desarmadores,Herramienta de rescate piolas polines botas guantes guantes elctricos cascos,8-8,21/09/2017 19:11:30,,Antibiticos agua destilada suturas,Centro de acopio torres adalid,Fer jimenez,1465,,No,5535005050,,Sí,19.3892921,-99.15604929999999
309,Enlatados leche en polvo jugos,Enlatados sueros suplementos alimenticios dulces semillas en bolsa,"Comida bebe, pañales adulto, medicina especializada",Corina ,Del Carmen,Coyoacán ,nan,nan,Ciudad de México, palas  picos y guantes ,Palas picos guantes cinceles cascos desarmadores cerruchos,8:00 - 19:00,21/09/2017 19:14:00,No ,Insulina antispticos antiestaminicos antibiticos artculos de primeros auxilios,Prepa 6,Fernanda Villanueva / André Muciño,3,"Cintas adhesivas, cajas, bolsas, artículos de aseo personal ",No,5566245446,,No,19.3514119,-99.15622060000001
310,,,"Alimentos, material de curación, ",Cumbres de Maltrata,Narvarte,Benito Juárez,nan,nan,Ciudad de México,,,11:00 a 19:00,21/09/2017 19:14:28,,,Pinche gringo BBQ ,Dueño del establecimiento,360,,No,5563891129,,Sí,19.392943,-99.1522111
311,,,Comidas no perecederos ,Emma ,Nativitas ,Benito Juarez,nan,nan,Ciudad de México,,,10 am- 8pm,21/09/2017 19:14:40,,Articulos de curacion,Centro de acopio,Tamara Ramírez,141,Alimento para mascota,No,5540410369,,Sí,19.3789204,-99.1372993
312,,Comida preparada caliente para rescatistas,"Lámparas, pilas, suero oral preparado.",Lindavista,Lindavista,GAM,nan,nan,Ciudad de México,,,,21/09/2017 19:19:38,,,Lindavista,Claudia Torres,181,,Sí,5569307363,,Sí,19.4917079,-99.12510239999999
315,Tortas y sndwiches,Comida enlatada,"Impermeables, electrolitos, suero, gatorade, bolsas de basura grandes,  lonas.",Chimalpopoca ,Obrera,Cuauhtémoc,nan,nan,Ciudad de México,,,24 horas,21/09/2017 19:29:15,,Gasas alcohol mertiolate antisptico jeringas penicilina cubrebocas,Centro de acopio Sedeso,Uritzimar,39,"Pañales, leche, cobijas.
*Los voluntarios se requieren en la madrugada, después de 11pm.",Sí,5510694076,,Sí,19.4223293,-99.1411164
316,,para beb,agua,Sur 21 ,Leyes de Reforma Segunda Sección.,iztapalapa,nan,nan,Ciudad de México,,,9 a 6 pm,21/09/2017 19:30:36,,Falta todo,"Carpenter, ",Verónica Canales,3333,,No,5521068363,,Sí,19.3606614,-99.07112649999999
319,Ninguno,Enlatados,Medicamentos y material de curación,Avenida Manuel González ,San Simón Tolnahuac,Cuauhtémoc,nan,nan,Ciudad de México,Ninguno,Ninguna,13:00 a 23:00 horas,21/09/2017 19:35:32,Ninguno,Salbutamol jeringas antiinflamatorios analgsicos sueros guantes de ltex vendas,Acopio Fut Sport City Tlatelolco,Carlos Carballo,165,,No,5541811073,,Sí,19.4555707,-99.1407766
320,,,,Cerro del Chiquihuite,Paseos de Taxqueña,Coyoacán ,nan,nan,Ciudad de México,,,16:00 a 20:00 hrs,21/09/2017 19:49:24,,,Grupo Ciclodeportivo Guepardos,Javier Fuentes Rodriguez ,204,,No,5512881123,,Sí,19.3468142,-99.1314532
322,,Leche frijoles caf arroz azcar,"Leche en polvo (para recién nacido), Pañales para bebé, leche en polvo, comida, cosas de aseo personal, cobijas, casas de campaña, lonas, plásticos.",Venustiano Carranza,Emiliano Zapata,Jojutla,nan,nan,Morelos,,,24hrs,21/09/2017 19:59:44,,,Centro de Acopio Venustiano Carranza,Galina Rodríguez,3,"Lonas, casas de campaña, cochonetas, colchones, plástico.",Sí,7775138347,,No,18.6587563,-99.1958528
323,COMIDA PREPARADA,,"HIELERAS PEQUEÑAS, HIELO",AVENIDA DIVISION DEL NORTE,GENERAL ANAYA,BENITO JUAREZ,nan,nan,Ciudad de México,,,24 HORAS,21/09/2017 20:08:19,,,ALBERCA OLIMPICA,VALERIA VASQUEZ,2333,,No,5525588637,,Sí,19.3598579,-99.15464229999999
325,NA,Agua caf soluble azcar galletas no perecederos,"Catres, cobijas, colchonetas, algodón de curación, pañales de bebe, agua oxigenada",Av México Coyoacán,Xoco,Coyoacán,nan,nan,Ciudad de México,NA,Impermeables guantes cascos,11 a 7,21/09/2017 20:17:39,NA,Metformina glibencamida antihipertensivos AINES antibiticos solucin fisiolgica glucosada ometrazol ranitidina,Cineteca Nacional,Calafia Martínez,389,"Artículos de higiene personal, vendas, alcohol, jeringas, cubre bocas, algodón y gasas",Sí,5547951189,,Sí,19.3604401,-99.1643165
326,Hay poco,Enlatados agua,"voluntarios, comida, agua, medicina equipo y material para levantar escombros, cobijas. Casi no hay nadie ahí",Av. Pirañas esq con Hipocampo,Colonia del Mar,Tlahuac,No hay,Elementos de proteccion civil equipo de evaluacin de dao estructurales,Ciudad de México,No hay,Palas barretas picos marros carretillas cascos cubrebocas,Todo el dia.,21/09/2017 20:20:59,No hay,Medicina basica  cobijas,"Colonia del Mar, Tlahuac",Manuel Gamborino,600,,Sí,https://www.facebook.com/manuel.gamborino?hc_ref=ARROT7mWBhgQkDkpL-p5Vy9--5ePgAviENlNxXQ3c4oX3xy3VTUv4NB54snZxEa-0Kg,,Sí,19.2887635,-99.06535319999999
327,,Slo alimentos no perecederos,"Ropa, zapatos, artículos de higiene personal, cobijas, almohadas",Av. Desierto de los Leones,Alcantarilla,Álvaro Obregón,nan,nan,Ciudad de México,,,8.00 - 18.30 hrs,21/09/2017 20:25:06,,,Centro de Acopio Vecinal Pizzicotto,Edurne ,5600,,No,5518342369,,Sí,19.3382711,-99.2443536
328,,Enlatados agua galletas,"Pañanles para niños y adultos, toallas sanitarias, artículos de higiene personal",Gutenberg,Anzures,Miguel Hidalgo,nan,nan,Ciudad de México,,,jueves 21 y viernes 22 de 10 a 23 horas,21/09/2017 20:31:49,,Analgsicos antibiticos antibacterianos,Gutenberg,Marco Arce,80,,No,5535373487,,Sí,19.4328432,-99.1744368
329,,Despensa bsicos fungen como centro de comida preparada,,Calzada de Guadalupe,Prado Coapa II sección,Tlalpan,nan,nan,Ciudad de México,,Palas,24 horas,21/09/2017 20:33:26,,,Nuestra Señora del Carmen y San José,Padre Género Miguel Chávez,230,,No,5545159059,,Sí,19.3008163,-99.1348289
330,,leche en polvo alimentos en lata ,"bolsas para dormir, colchas, ",Miguel Laurent,Del Valle,Benito Juárez ,nan,nan,Ciudad de México,,,08:30-23:00,21/09/2017 20:53:04,,,Morena CDMX,Victor Torres,630,productos de limpieza ,No,5534077762,,Sí,19.3749906,-99.16417679999999
331,alcohol,gasas,Agua,Bahia Magadalena,Veronica Anzures,Miguel Hidalgo,traductor,medico general,Ciudad de México,pala,martillo,9 am a 9pm,21/09/2017 21:16:37,insulina,paracetamol,Madgalena,Deyanira Soto,104,ayuda,No,5523587829,,Sí,19.4352237,-99.1752425
332,,,,Monterrey,Roma Norte,Cuauhtémoc,nan,arquitectos ingenieros,Ciudad de México,,Picos palas carretas chalecos cubetas guantes,9am - 9pm,21/09/2017 21:20:02,,,Monterrey 50,Ana Montaño,50,,No,5540269486,,Sí,19.4209148,-99.16486450000001
333,,,,Av. Miguel Angel de Quevedo,El Rosedal,Gustavo A Madero,nan,nan,Ciudad de México,,,9:00 a 19:00 horas ,21/09/2017 21:32:12,,,Servicio de Protección Federal,Alonso Ramón Bagur,915,,Sí,54846700 Ext 68100,,Sí,19.5262246,-99.1594597
334,,sndwiches tortas cosas fciles de mover y repartir comida enlatada Atn frijoles ensalada de verduras,,JOsé María Izazaga ,Centro,Cuauhtémoc,nan,nan,Ciudad de México,,Guantes de carnaza palas marros picos cascos googles de seguridad,Empieza 9:30 am,21/09/2017 21:45:05,,Agua isotnicaSueroMaterial mdico para emergenciasanalgsicos antibiticos medicina para diabetes nebulizador para asma,Claustro de Sor Juana,Alex Aceves,92,Ciclistas para repartir a otros puntos,No,5520822782,,Sí,19.4262851,-99.1365519
335,Alimentos preparados tortas sandwiches y pocos enlatados,Alimentos no perecederos agua,"Cobijas, herramientas para sacar escombros",Xicotencatl,San Martín,Jonacatepec,Mdicos enfermeros ,Proteccin civil la gente se niega a salir de las casas hasta que sean revisadas voluntarios para retirar escombros,Morelos,Ninguna,Palas carretillas guantes cascos,7 am - 11 pm,21/09/2017 21:49:48,Analgsicos y antibiticos para adultos material de curacin alcohol gasas agua oxigenada etc solucin fisiolgica,Analgsicos y antiinflamatorios de uso peditrico antibiticos en general vacuna antitetnica,Jonacatepec,Valeria Valaguez Moreno,1,,Sí,7351910374,,Sí,18.6796838,-98.8066996
336,,alimentos para despensa,"leche, pañales, gasolina, bolsas",Avenida Santa Ana y H. Escuela Naval Militar,San Francisco Culhuacán,Coyoacàn,nan,nan,Ciudad de México,,,,21/09/2017 21:59:01,,,,-,44,,Sí,-,,Sí,19.3293802,-99.1242621
337,Aceite atn verduras sopas arroz verduras frijoles,Comida de beb,"Comida y fórmula de bebés, biberones; repelentes para mosquitos",Dr. Atl casi esq. con Díaz Mirón ,Santa María La Ribera,Cuauhtémoc,nan,nan,Ciudad de México,Un diablito una pala  pares de guantes de carnaza costales vacos,Palas picos guantes de carnaza cascos botas martillos cubetas cubrebocas chalecos extensiones lonas mecate rafia,11 am a 10 pm,21/09/2017 22:07:59,Pocos analgsicos ranitidina pentoxifilina Escasos antibiticos,Repelente de mosquitos antibiticos para diabetes para presin vas respiratorias Especialmente salbutamol Jeringas de insulina,Dû Salón,Delli María Enríquez Abad,10,,Sí,5514883165,,Sí,19.4486426,-99.15632749999999
338,,Alimento para beb agua embotellada comida preparada,"Toallas sanitarias, pañales",Santa Ana y Escuela Naval (camellón),Culhuacán,Coyoacán ,nan,nan,Ciudad de México,,,9 a 21,21/09/2017 22:10:47,,,Santa Ana,Rosario Valenzuela Munguía,0,,No,5563197058,,Sí,19.3337552,-99.12335829999999
339,,," lámparas tipo topo, pilas, cajas plásticas",Gabriel Mancera,Del Valle,Benito Juárez,nan,nan,Ciudad de México,,,,21/09/2017 22:27:11,,,Gabriel Mncera y San Borja,Diana Gamboa,88,,, 55 1952 9578,,Sí,19.3985633,-99.1613926
340,,No,No,Coquimbo ,Lindavista,Gusta A Madero,nan,No,Ciudad de México,,No,,21/09/2017 22:30:39,,,Lindavista,Fernanda Corro,911,,No,5515101907,,Sí,19.4935455,-99.12290809999999
342,,alimento para bebs toallitas paales electrolitos,,Amores,Del Valle,Benito Juárez,nan,nan,Ciudad de México,,,,21/09/2017 22:39:25,,,Amores 335,Diana Gmboa,335,,,55 1952 9578,,Sí,19.392909,-99.16417279999999
343,,,"café, dulces, lonas e impermeables",Gabriel Mancera ,Del Valle,Benito Juárez,nan,nan,Ciudad de México,,,,21/09/2017 22:43:57,,,Gabriel Mancera,Maricarmen Silva,88,,,5543814915,,Sí,19.3985633,-99.1613926
344,,,Catres,Álvaro Obregón,Roma,Cuauhtémoc,nan,nan,Ciudad de México,,,,21/09/2017 22:50:59,,,Álvaro Obregón,Carlos,286,,,5527550060,,Sí,19.4162314,-99.1683963
346,,,"lámparas, pilas, agua, comida, desechables, electrolitos y comida para perros",Añil,Granjas México,Iztacalco,nan,nan,Ciudad de México,,,,21/09/2017 23:10:07,,,Centro de alto Renimiento Autódromo Hermanos Rodríguez (puerta 15),Jorge Oregon,0,,,5527301071,,Sí,19.4030522,-99.0995432
347,,AGUA ENLATADOS,"CARPAS, COLCHONETAS Y TARIMAS DE MADERA",CALZADA TECNOLOGICO,CENTRO,ZACATEPEC ,nan,nan,Morelos,,CARPAS COLCHONETAS Y TARIMAS DE MADERA,24 HORAS,21/09/2017 23:23:17,,,INSTITUTO TECNOLÓGICO DE ZACATEPEC,RAYMUNDO REAL PALENCIA ,27,,Sí,7341080652,,Sí,18.6569771,-99.1861435
348,,,"Alimentos no perecederos, agua, productos de higiene, pañales, toallas sanitarias. ",Avenida 1 ,Educación ,Coyoacan ,nan,nan,Ciudad de México,,,Viernes 10 am a 6pm. ,21/09/2017 23:30:49,,Ibuprofeno bandas ,Zero Market Mexico ,Jade Villagòmez ,2,,No,5541418574,,Sí,19.3371596,-99.12961260000002
350,Agua embotellada galletas Atn alimentos enlatados,Agua alimentos enlatados azcar leche en polvo alimento para animales,"Transporte, cajas",Payta,Lindavista,Gustavo A. Madero,nan,nan,Ciudad de México,Palas escobas,Palas picos cascos linternas pilas guantes chalecos fluorescentes botas,24hrs,21/09/2017 23:51:35,,Alcohol agua oxigenada vendas gasas guantes estriles cubrebocas,Acopio independiente Morelos,Sara María Martínez,766,"Cajas, transporte, lonas, cinta adhesiva, marcadores, objetos de higiene personal",Sí,5573825937,,Sí,19.4941387,-99.13357970000001
351,Despensas,No perecederos,,Eje central Lázaro cardenas,Portales sur,Benito juarez,Mdicos ,,Ciudad de México,,Palas cascos picos guantes y cascos,6am a 8 pm,22/09/2017 0:06:22,,Bsicos ,The muro el reto,Yuliana perez,807,,No,5544945197,,Sí,19.3636447,-99.15073939999999
352,Comida enlatada,Arroz azcar  frijoles lentejas,"Insulina, jeringas de insulina, comida para bebés, agua, leche en polvo, toallas femeninas, copas menstruales, material de curación, pañales. ",Av. Central ,Tehuistlera,Yautepec,nan,nan,Morelos,,,9 a 9 ,22/09/2017 0:16:02,,,Casa Gloriaa,Aida Coronel ,3,,Sí,7351776751,,Sí,18.8900931,-98.9722718
355,,,"Electrolitos, alchohol, jeringas para insulina, artículos y comida para bebé.",División del norte esquina churubusco,Alberca Olímpica,Coyoacán,nan,nan,Ciudad de México,,,24 ahoras,22/09/2017 0:46:13,,,Alberca Olímpica,Brian Guerrero,189,,No,5562005084,,Sí,19.3574957,-99.152996
356,,,,Calzada de Tlalpan,Santa Ursula Coapa ,Coyoacan,nan,nan,Ciudad de México,,,8 a 22hrs,22/09/2017 1:12:25,,,Estadio Azteca ,Ana Maria de la Torre,3465,,Sí,-,,Sí,19.3019514,-99.1472776
357,,,,Blvd. Valsequillo,Ciudad Universitaria ,Puebla,nan,Arquitectos  Ingenieros ,Puebla,,,9 a 14hrs,22/09/2017 1:18:31,,,Benemérita Universidad de Puebla ,BUAP,0,,Sí,-,,Sí,18.9925565,-98.2021833
358,,,"Clavos, esmeriles, arneses, comida líquida para los topos, Gerber, rotomartillos, clavos concretos 4 pulgadas 
",Calzda de Tlalpan ,Ciudad Jardín,Tlalpan,nan,nan,Ciudad de México,,,,22/09/2017 1:19:07,,,Multifamiliar Cd. Jardin,Sebastián Quintero,2177,,,4615931672,,Sí,19.3395524,-99.1435984
359,,frmula lctea alimento para beb atn en latas chicas sardinas en latas chicas frijoles en lata arroz en bolsa lenteja en bolsa sopa de pasta en bolsa verduras en lata o tetrapack sal en bolsa o bote chico consom de pollo en polvo mayonesa chica aceite para cocinar chico caf soluble azcar chocolate en polvo o tableta agua embotellada jugo tetrapack,cobijas,Fernando Montes de Oca,San Miguel Chapultepec,Miguel Hidalgo,nan,nan,Ciudad de México,,,9:30 am - 5:00 pm,22/09/2017 1:24:04,,antigripales analgsicos antidiarricos isodine yodo alcohol en botellas chicas agua oxigenada en botellas chicas gasas estriles cinta adhesiva,PIPE-CIDE acopio para Morelos,Ada Bahena,158,"pañales en paquete de 12 piezas, toallas húmedas, jabón neutro, biberones, cobijas pequeñas, papel sanitario de 4 rollos, toallas femeninas, cepillo dental, pasta dental, champú, jabón de barra, rastrillos, bolsas de basura, lonas, cuerdas, casas de campaña, colchonetas 
",No,5532007974,,Sí,19.4160316,-99.1812332
361,,,,Cafetales ,Hacienda de Coyoacan,Coyoacan,nan,nan,Ciudad de México,,,8am,22/09/2017 1:31:51,,,Acopio para Morelos ,Alejandra Zuñiga ,1723,,Sí,0,,Sí,19.3043315,-99.112415
363,,,,Petén ,Emperadores ,Benito Juárez ,nan,nan,Ciudad de México,,,,22/09/2017 1:53:45,,,Petén y Zapata ,Rescatistas ,915,,Sí,0,,Sí,19.3668292,-99.15696659999999
364,,,,Salamanca ,Roma Norte ,Cuauhtémoc ,nan,Mdicos enfermeras paramdicos ,Ciudad de México,,,Urgente (2:15am),22/09/2017 2:15:16,,,Centro de Acopio Chapultepec y Salamanca ,Igor Rosette,11,,Sí,0,,Sí,19.4193085,-99.169614
