Código Postal,Estado,Municipio,Ciudad,Tipo de Asentamiento,Asentamiento,Clave de Oficina
14330,Ciudad de México,Tlalpan,Ciudad de México,Fraccionamiento,Residencial Hacienda Coapa,14391
14334,Ciudad de México,Tlalpan,Ciudad de México,Unidad habitacional,Sauzales Cebadales,14391
14370,Ciudad de México,Tlalpan,Ciudad de México,Pueblo,San Lorenzo Huipulco,14391
14377,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Hacienda San Juan,14391
14388,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Guadalupe,14391
14409,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Tecorral,14091
14426,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Texcaltenco,14091
14427,Ciudad de México,Tlalpan,Ciudad de México,Colonia,San Juan Tepeximilpa,14091
14439,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Pedregal de las Águilas,14091
14449,Ciudad de México,Tlalpan,Ciudad de México,Colonia,El Mirador 1A Sección,14091
14456,Ciudad de México,Tlalpan,Ciudad de México,Campamento,Atocpa,14091
14640,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Ejidos de San Pedro Mártir,14091
16058,Ciudad de México,Xochimilco,Ciudad de México,Unidad habitacional,Villa Xochimilco,16001
16080,Ciudad de México,Xochimilco,Ciudad de México,Barrio,Barrio San Esteban,16001
16300,Ciudad de México,Xochimilco,Ciudad de México,Pueblo,San Lucas Xochimanca,16001
16320,Ciudad de México,Xochimilco,Ciudad de México,Colonia,San Lucas Oriente,16001
16340,Ciudad de México,Xochimilco,Ciudad de México,Colonia,Texmic,16001
16400,Ciudad de México,Xochimilco,Ciudad de México,Pueblo,San Lorenzo Atemoaya,16001
16457,Ciudad de México,Xochimilco,Ciudad de México,Colonia,Lomas de Nativitas,16001
16614,Ciudad de México,Xochimilco,Ciudad de México,Barrio,Barrio Niños Héroes,16001
16810,Ciudad de México,Xochimilco,Ciudad de México,Campamento,El Mirador 2a Sección,16001
16810,Ciudad de México,Xochimilco,Ciudad de México,Colonia,Rosario Tlali,16001
16850,Ciudad de México,Xochimilco,Ciudad de México,Barrio,Barrio Chapultepec,16001
16900,Ciudad de México,Xochimilco,Ciudad de México,Campamento,Los Capulines,16001
15750,Ciudad de México,Venustiano Carranza,Ciudad de México,Colonia,Ampliación Aviación Civil,15001
15850,Ciudad de México,Venustiano Carranza,Ciudad de México,Colonia,Magdalena Mixiuhca,15001
15870,Ciudad de México,Venustiano Carranza,Ciudad de México,Colonia,Aarón Sáenz,15001
16010,Ciudad de México,Xochimilco,Ciudad de México,Fraccionamiento,Aldama,16001
16030,Ciudad de México,Xochimilco,Ciudad de México,Colonia,Potrero de San Bernardino,16001
16070,Ciudad de México,Xochimilco,Ciudad de México,Barrio,Barrio Belén,16001
16090,Ciudad de México,Xochimilco,Ciudad de México,Barrio,Barrio San Pedro,16001
16220,Ciudad de México,Xochimilco,Ciudad de México,Campamento,San José Zacatepec,16001
16429,Ciudad de México,Xochimilco,Ciudad de México,Colonia,Rancho Tejomulco,16001
16533,Ciudad de México,Xochimilco,Ciudad de México,Barrio,Barrio Ahualapa,16001
16550,Ciudad de México,Xochimilco,Ciudad de México,Colonia,Valle de Santa María,16001
16606,Ciudad de México,Xochimilco,Ciudad de México,Barrio,Barrio 3 de Mayo,16001
16640,Ciudad de México,Xochimilco,Ciudad de México,Barrio,Barrio San Juan Minas,16001
16710,Ciudad de México,Xochimilco,Ciudad de México,Colonia,Quirino Mendoza,16001
16749,Ciudad de México,Xochimilco,Ciudad de México,Colonia,Las Animas,16001
16800,Ciudad de México,Xochimilco,Ciudad de México,Pueblo,San Mateo Xalpa,16001
16810,Ciudad de México,Xochimilco,Ciudad de México,Campamento,Cerro Grande,16001
16813,Ciudad de México,Xochimilco,Ciudad de México,Barrio,Barrio El Calvario,16001
16819,Ciudad de México,Xochimilco,Ciudad de México,Campamento,Tetlatilco,16001
15010,Ciudad de México,Venustiano Carranza,Ciudad de México,Colonia,Valentín Gómez Farias,15001
15280,Ciudad de México,Venustiano Carranza,Ciudad de México,Colonia,Penitenciaria,15001
15310,Ciudad de México,Venustiano Carranza,Ciudad de México,Colonia,Felipe Ángeles,15001
15410,Ciudad de México,Venustiano Carranza,Ciudad de México,Colonia,Simón Bolívar,15001
15530,Ciudad de México,Venustiano Carranza,Ciudad de México,Colonia,Moctezuma 2a Sección,15001
15700,Ciudad de México,Venustiano Carranza,Ciudad de México,Colonia,Federal,15001
15800,Ciudad de México,Venustiano Carranza,Ciudad de México,Colonia,Jamaica,15001
15900,Ciudad de México,Venustiano Carranza,Ciudad de México,Colonia,Jardín Balbuena,15001
15990,Ciudad de México,Venustiano Carranza,Ciudad de México,Colonia,Álvaro Obregón,15001
16000,Ciudad de México,Xochimilco,Ciudad de México,Barrio,Barrio La Concepción Tlacoapa,16001
16035,Ciudad de México,Xochimilco,Ciudad de México,Colonia,Rinconada Coapa,16001
16050,Ciudad de México,Xochimilco,Ciudad de México,Barrio,Barrio San Marcos,16001
16070,Ciudad de México,Xochimilco,Ciudad de México,Barrio,Barrio Santa Crucita,16001
16090,Ciudad de México,Xochimilco,Ciudad de México,Campamento,Caltongo,16001
16200,Ciudad de México,Xochimilco,Ciudad de México,Pueblo,Santiago Tepalcatlalpan,16001
16247,Ciudad de México,Xochimilco,Ciudad de México,Campamento,Paraje Tlalatlaco,16001
16410,Ciudad de México,Xochimilco,Ciudad de México,Colonia,Lomas de Tonalco,16001
16513,Ciudad de México,Xochimilco,Ciudad de México,Barrio,Barrio Apatlaco,16001
16530,Ciudad de México,Xochimilco,Ciudad de México,Barrio,Barrio Las Cruces,16001
16550,Ciudad de México,Xochimilco,Ciudad de México,Campamento,Tototitla,16001
16600,Ciudad de México,Xochimilco,Ciudad de México,Pueblo,San Gregorio Atlapulco,16001
16780,Ciudad de México,Xochimilco,Ciudad de México,Colonia,El Sacrificio,16001
16808,Ciudad de México,Xochimilco,Ciudad de México,Campamento,El Arenal,16001
16840,Ciudad de México,Xochimilco,Ciudad de México,Campamento,Tlaltepetla,16001
16900,Ciudad de México,Xochimilco,Ciudad de México,Pueblo,San Francisco Tlalnepantla,16001
16910,Ciudad de México,Xochimilco,Ciudad de México,Campamento,Pedregal de San Francisco,16001
16038,Ciudad de México,Xochimilco,Ciudad de México,Colonia,Ampliación San Marcos Norte,16001
16090,Ciudad de México,Xochimilco,Ciudad de México,Colonia,Tablas de San Lorenzo,16001
16240,Ciudad de México,Xochimilco,Ciudad de México,Campamento,Tlaxopan 1a Sección,16001
16248,Ciudad de México,Xochimilco,Ciudad de México,Campamento,Ocotitla,16001
16420,Ciudad de México,Xochimilco,Ciudad de México,Colonia,San Jerónimo,16001
16513,Ciudad de México,Xochimilco,Ciudad de México,Barrio,Barrio del Puente,16001
16514,Ciudad de México,Xochimilco,Ciudad de México,Barrio,Barrio La Gallera,16001
16515,Ciudad de México,Xochimilco,Ciudad de México,Campamento,San José Obrero,16001
16607,Ciudad de México,Xochimilco,Ciudad de México,Barrio,Barrio San Antonio,16001
16720,Ciudad de México,Xochimilco,Ciudad de México,Colonia,Del Carmen,16001
16780,Ciudad de México,Xochimilco,Ciudad de México,Campamento,San Francisco Chiquimola,16001
16780,Ciudad de México,Xochimilco,Ciudad de México,Colonia,Cerrillos Tercera Sección,16001
16799,Ciudad de México,Xochimilco,Ciudad de México,Colonia,Las Mesitas,16001
16866,Ciudad de México,Xochimilco,Ciudad de México,Campamento,Tecalipa,16001
16869,Ciudad de México,Xochimilco,Ciudad de México,Campamento,San Juan de los Lagos,16001
16870,Ciudad de México,Xochimilco,Ciudad de México,Campamento,El Cedral,16001
16880,Ciudad de México,Xochimilco,Ciudad de México,Pueblo,Santa Cecilia Tepetlapa,16001
16880,Ciudad de México,Xochimilco,Ciudad de México,Campamento,El Capulín,16001
14700,Ciudad de México,Tlalpan,Ciudad de México,Pueblo,San Miguel Ajusco,14201
15000,Ciudad de México,Venustiano Carranza,Ciudad de México,Colonia,General Ignacio Zaragoza,15001
15100,Ciudad de México,Venustiano Carranza,Ciudad de México,Colonia,Zona Centro,15001
15230,Ciudad de México,Venustiano Carranza,Ciudad de México,Colonia,Emilio Carranza,15001
15299,Ciudad de México,Venustiano Carranza,Ciudad de México,Unidad habitacional,Emiliano Zapata,15001
15339,Ciudad de México,Venustiano Carranza,Ciudad de México,Colonia,Ampliación Venustiano Carranza,15001
15370,Ciudad de México,Venustiano Carranza,Ciudad de México,Colonia,Progresista,15001
15430,Ciudad de México,Venustiano Carranza,Ciudad de México,Colonia,Aquiles Serdán,15001
15450,Ciudad de México,Venustiano Carranza,Ciudad de México,Colonia,Damián Carmona,15001
15460,Ciudad de México,Venustiano Carranza,Ciudad de México,Colonia,Revolución,15001
15640,Ciudad de México,Venustiano Carranza,Ciudad de México,Colonia,Arenal Puerto Aéreo,15001
15650,Ciudad de México,Venustiano Carranza,Ciudad de México,Colonia,Ampliación Caracol,15001
15680,Ciudad de México,Venustiano Carranza,Ciudad de México,Colonia,Arenal 2a Sección,15001
16050,Ciudad de México,Xochimilco,Ciudad de México,Colonia,Tierra Nueva,16001
16070,Ciudad de México,Xochimilco,Ciudad de México,Barrio,Barrio El Rosario,16001
16080,Ciudad de México,Xochimilco,Ciudad de México,Barrio,Barrio San Diego,16001
16430,Ciudad de México,Xochimilco,Ciudad de México,Colonia,Xochipilli,16001
16440,Ciudad de México,Xochimilco,Ciudad de México,Colonia,Año de Juárez,16001
16459,Ciudad de México,Xochimilco,Ciudad de México,Colonia,Ampliación Nativitas,16001
16530,Ciudad de México,Xochimilco,Ciudad de México,Barrio,Barrio Las Flores,16001
16605,Ciudad de México,Xochimilco,Ciudad de México,Barrio,Barrio Los Reyes,16001
16629,Ciudad de México,Xochimilco,Ciudad de México,Barrio,Barrio La Guadalupana,16001
16740,Ciudad de México,Xochimilco,Ciudad de México,Colonia,Guadalupita,16001
16776,Ciudad de México,Xochimilco,Ciudad de México,Colonia,Santiaguito,16001
16776,Ciudad de México,Xochimilco,Ciudad de México,Colonia,El Mirador,16001
16780,Ciudad de México,Xochimilco,Ciudad de México,Colonia,Cristo Rey,16001
16780,Ciudad de México,Xochimilco,Ciudad de México,Colonia,Cerrillos Segunda Sección,16001
16797,Ciudad de México,Xochimilco,Ciudad de México,Colonia,Nativitas,16001
16810,Ciudad de México,Xochimilco,Ciudad de México,Colonia,Santa Inés,16001
16810,Ciudad de México,Xochimilco,Ciudad de México,Campamento,Santa Inés,16001
1050,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Ex-Hacienda de Guadalupe Chimalistac,1001
1080,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Progreso Tizapan,1001
1140,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Bellavista,1131
1219,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Lomas de Santa Fe,1291
1220,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Mártires de Tacubaya,1291
1260,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Liberación Proletaria,1291
1299,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,1a Ampliación Presidentes,1291
1320,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Carlos A. Madrazo,1291
1330,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Paseo de las Lomas,1291
1410,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Palmas,1401
1430,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Colina del Sur,1401
1460,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Alfonso XIII,1401
1510,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,La Araña,1401
1560,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Canutillo 2a Sección,1401
1569,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Reacomodo Valentín Gómez Farías,1401
1590,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,El Rincón,1401
1650,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,El Ruedo,1401
1800,Ciudad de México,Álvaro Obregón,Ciudad de México,Pueblo,San Bartolo Ameyalco,1001
2010,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,San Rafael,2011
2050,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,Libertad,2011
2080,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,Sector Naval,2011
2250,Ciudad de México,Azcapotzalco,Ciudad de México,Pueblo,Santa Catarina,2011
2400,Ciudad de México,Azcapotzalco,Ciudad de México,Pueblo,San Juan Tlihuaca,2011
2419,Ciudad de México,Azcapotzalco,Ciudad de México,Unidad habitacional,Trabajadores de PEMEX,2011
2420,Ciudad de México,Azcapotzalco,Ciudad de México,Unidad habitacional,Francisco Villa,2011
2459,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,Tezozomoc,2011
2470,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,Ampliación Petrolera,2011
2630,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,Coltongo,2601
2660,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,Euzkadi,2601
2680,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,Potrero del Llano,2601
2810,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,Ignacio Allende,2601
2860,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,Tlatilco,2601
2960,Ciudad de México,Azcapotzalco,Ciudad de México,Pueblo,San Francisco Xocotitla,2601
2980,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,Arenal,2601
3100,Ciudad de México,Benito Juárez,Ciudad de México,Colonia,Del Valle Centro,3001
3340,Ciudad de México,Benito Juárez,Ciudad de México,Colonia,General Pedro María Anaya,3501
3410,Ciudad de México,Benito Juárez,Ciudad de México,Colonia,Postal,3501
3430,Ciudad de México,Benito Juárez,Ciudad de México,Colonia,Josefa Ortiz de Domínguez,3501
3530,Ciudad de México,Benito Juárez,Ciudad de México,Colonia,Villa de Cortes,3501
3610,Ciudad de México,Benito Juárez,Ciudad de México,Colonia,Américas Unidas,3501
3800,Ciudad de México,Benito Juárez,Ciudad de México,Colonia,San Pedro de los Pinos,3901
4020,Ciudad de México,Coyoacán,Ciudad de México,Barrio,Barrio La Concepción,4331
4030,Ciudad de México,Coyoacán,Ciudad de México,Barrio,Barrio San Lucas,4331
4350,Ciudad de México,Coyoacán,Ciudad de México,Unidad habitacional,Copilco,4331
4380,Ciudad de México,Coyoacán,Ciudad de México,Colonia,El Rosario,4331
4410,Ciudad de México,Coyoacán,Ciudad de México,Colonia,Petrolera Taxqueña,4831
4500,Ciudad de México,Coyoacán,Ciudad de México,Colonia,Jardines del Pedregal de San Ángel,4331
4519,Ciudad de México,Coyoacán,Ciudad de México,Colonia,La Otra Banda,4331
4600,Ciudad de México,Coyoacán,Ciudad de México,Colonia,Pedregal de Santa Úrsula,4331
4739,Ciudad de México,Coyoacán,Ciudad de México,Colonia,El Caracol,4331
4810,Ciudad de México,Coyoacán,Ciudad de México,Colonia,Prados de Coyoacán,4831
4830,Ciudad de México,Coyoacán,Ciudad de México,Colonia,Los Cipreses,4831
4890,Ciudad de México,Coyoacán,Ciudad de México,Colonia,Jardines de Coyoacán,4831
4938,Ciudad de México,Coyoacán,Ciudad de México,Colonia,Campestre Coyoacán,4831
4940,Ciudad de México,Coyoacán,Ciudad de México,Colonia,Los Sauces,4831
4950,Ciudad de México,Coyoacán,Ciudad de México,Colonia,El Mirador,4831
4980,Ciudad de México,Coyoacán,Ciudad de México,Colonia,Ex-Hacienda Coapa,4831
5020,Ciudad de México,Cuajimalpa de Morelos,Ciudad de México,Colonia,Loma del Padre,5501
5260,Ciudad de México,Cuajimalpa de Morelos,Ciudad de México,Colonia,Jesús del Monte,5501
5280,Ciudad de México,Cuajimalpa de Morelos,Ciudad de México,Colonia,Adolfo López Mateos,5501
6010,Ciudad de México,Cuauhtémoc,Ciudad de México,Colonia,Centro (Área 2),6002
6280,Ciudad de México,Cuauhtémoc,Ciudad de México,Colonia,Felipe Pescador,6401
6400,Ciudad de México,Cuauhtémoc,Ciudad de México,Colonia,Santa María la Ribera,6401
6700,Ciudad de México,Cuauhtémoc,Ciudad de México,Colonia,Roma Norte,6721
6780,Ciudad de México,Cuauhtémoc,Ciudad de México,Colonia,Buenos Aires,6721
6850,Ciudad de México,Cuauhtémoc,Ciudad de México,Colonia,Asturias,6721
6860,Ciudad de México,Cuauhtémoc,Ciudad de México,Colonia,Vista Alegre,6721
6890,Ciudad de México,Cuauhtémoc,Ciudad de México,Colonia,Ampliación Asturias,6721
7010,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Santa Isabel Tola,7001
7100,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,San Miguel,7201
7164,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Luis Donaldo Colosio,7201
7164,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Prados de Cuautepec,7201
7180,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Cocoyotes,7201
7187,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Vista Hermosa,7201
7188,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Tlalpexco,7201
7220,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Castillo Grande,7201
7239,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Zona Escolar Oriente,7201
7268,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Solidaridad Nacional,7201
7279,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Acueducto de Guadalupe,7201
7310,Ciudad de México,Gustavo A. Madero,Ciudad de México,Barrio,Barrio Candelaria Ticomán,7311
7359,Ciudad de México,Gustavo A. Madero,Ciudad de México,Barrio,San Rafael Ticomán,7311
7370,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Capultitlan,2301
7410,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Juan González Romero,7001
7470,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Ampliación San Juan de Aragón,7001
7510,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,San Felipe de Jesús,7501
7548,Ciudad de México,Gustavo A. Madero,Ciudad de México,Unidad habitacional,El Milagro,7501
7670,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Guadalupe Proletaria,7601
7700,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Nueva Industrial Vallejo,2301
7730,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Churubusco Tepeyac,7051
7755,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Lindavista Vallejo II Sección,2301
7770,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Panamericana,2301
7770,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Ampliación Panamericana,2301
7790,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Vallejo Poniente,2301
7918,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,San Juan de Aragón VI Sección,7981
7939,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Héroes de Chapultepec,7981
7960,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Ex Escuela de Tiro,7981
7969,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,San Juan de Aragón I Sección,7981
8240,Ciudad de México,Iztacalco,Ciudad de México,Barrio,Santiago Norte,8231
8420,Ciudad de México,Iztacalco,Ciudad de México,Colonia,Cuchilla Agrícola Oriental,8231
8610,Ciudad de México,Iztacalco,Ciudad de México,Barrio,Zapotla,8231
8650,Ciudad de México,Iztacalco,Ciudad de México,Barrio,San Miguel,8231
8830,Ciudad de México,Iztacalco,Ciudad de México,Colonia,Militar Marte,8231
9000,Ciudad de México,Iztapalapa,Ciudad de México,Barrio,San Pablo,9081
9090,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Héroes de Churubusco,9081
9220,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Unidad Ejército Constitucionalista,9201
9239,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Ejército de Oriente Zona Peñón,9201
9240,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Progresista,9201
9369,Ciudad de México,Iztapalapa,Ciudad de México,Unidad habitacional,El Gavilán,9201
9410,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Jardines de Churubusco,9081
9440,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Zacahuitzco,9081
9500,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Santa María Aztahuacán Ampliación,9511
9520,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,El Edén,9511
9696,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Miravalles,9511
9708,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Mixcoatl,9291
9709,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Lomas de Santa Cruz,9291
9800,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,El Mirador,9821
9829,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Ampliación El Santuario,9821
9830,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Lomas El Manto,9821
9849,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Ampliación Los Reyes,9821
9870,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,San Andrés Tomatlán,9821
9870,Ciudad de México,Iztapalapa,Ciudad de México,Pueblo,Santa María Tomatlán,9821
9880,Ciudad de México,Iztapalapa,Ciudad de México,Fraccionamiento,Campestre Estrella,9821
9889,Ciudad de México,Iztapalapa,Ciudad de México,Unidad habitacional,Rinconada Estrella,9821
9900,Ciudad de México,Iztapalapa,Ciudad de México,Barrio,Guadalupe,9291
9910,Ciudad de México,Iztapalapa,Ciudad de México,Unidad habitacional,Los Mirasoles,9291
9940,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Jardines de San Lorenzo Tezonco,9291
9960,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,USCOVI,9291
10350,Ciudad de México,La Magdalena Contreras,Ciudad de México,Colonia,Lomas de San Bernabé,10021
10900,Ciudad de México,La Magdalena Contreras,Ciudad de México,Pueblo,San Nicolás Totolapan,10901
10920,Ciudad de México,La Magdalena Contreras,Ciudad de México,Colonia,Las Huertas,10901
11000,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Lomas de Chapultepec VIII Sección,11002
11000,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Lomas de Chapultepec VI Sección,11002
11259,Ciudad de México,Miguel Hidalgo,Ciudad de México,Unidad habitacional,Lázaro Tata,11411
11310,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Mariano Escobedo,11411
11330,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Un Hogar Para Nosotros,11411
11450,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Peralitos,11411
11460,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Lago Norte,11411
11490,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Cuauhtémoc Pensil,11411
11610,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Manuel Avila Camacho,11002
11700,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Bosque de las Lomas,11002
11950,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Lomas Altas,11002
12000,Ciudad de México,Milpa Alta,Ciudad de México,Barrio,La Concepción,12001
12100,Ciudad de México,Milpa Alta,Ciudad de México,Barrio,Tenantitla,12001
12100,Ciudad de México,Milpa Alta,Ciudad de México,Barrio,Xochitepec,12001
12200,Ciudad de México,Milpa Alta,Ciudad de México,Barrio,Panchimalco,12001
13010,Ciudad de México,Tláhuac,Ciudad de México,Colonia,Santa Cecilia,13011
13040,Ciudad de México,Tláhuac,Ciudad de México,Barrio,San Mateo,13011
13120,Ciudad de México,Tláhuac,Ciudad de México,Colonia,Ampliación Santa Catarina,13011
13150,Ciudad de México,Tláhuac,Ciudad de México,Barrio,La Concepción,13011
13219,Ciudad de México,Tláhuac,Ciudad de México,Colonia,Las Arboledas,13221
13300,Ciudad de México,Tláhuac,Ciudad de México,Barrio,Santa Ana Centro,13221
13300,Ciudad de México,Tláhuac,Ciudad de México,Barrio,Santiago Norte,13221
13640,Ciudad de México,Tláhuac,Ciudad de México,Barrio,San Miguel,13611
14000,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Tlalpan,14091
14038,Ciudad de México,Tlalpan,Ciudad de México,Unidad habitacional,Luis Donaldo Colosio,14091
14070,Ciudad de México,Tlalpan,Ciudad de México,Barrio,Barrio San Fernando,14091
14080,Ciudad de México,Tlalpan,Ciudad de México,Barrio,Barrio del Niño Jesús,14091
14110,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Ampliación Fuentes del Pedregal,14201
14160,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Popular Santa Teresa,14201
14239,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Los Encinos,14201
14266,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Zacayucan Peña Pobre,14201
14320,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Vergel Coapa,14391
14350,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Prado Coapa 1A Sección,14391
14357,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Prado Coapa 2A Sección,14391
14357,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Prado Coapa 3A Sección,14391
14358,Ciudad de México,Tlalpan,Ciudad de México,Conjunto habitacional,Residencial Villa Prado Coapa,14391
14376,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Arboledas del Sur,14391
14440,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Los Volcanes,14091
14608,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Colinas del Bosque,14091
14630,Ciudad de México,Tlalpan,Ciudad de México,Pueblo,Chimalcoyoc,14091
14647,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Rinconada El Mirador,14091
14650,Ciudad de México,Tlalpan,Ciudad de México,Pueblo,San Pedro Mártir,14091
14653,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Heróico Colegio Militar,14091
14734,Ciudad de México,Tlalpan,Ciudad de México,Campamento,Zacatón,14201
14739,Ciudad de México,Tlalpan,Ciudad de México,Colonia,2 de Octubre,14201
14790,Ciudad de México,Tlalpan,Ciudad de México,Campamento,San Jorge,14201
15220,Ciudad de México,Venustiano Carranza,Ciudad de México,Colonia,Popular Rastro,15001
15240,Ciudad de México,Venustiano Carranza,Ciudad de México,Colonia,Michoacana,15001
15270,Ciudad de México,Venustiano Carranza,Ciudad de México,Colonia,Morelos,15001
15610,Ciudad de México,Venustiano Carranza,Ciudad de México,Colonia,Cuchilla Pantitlán,15001
15660,Ciudad de México,Venustiano Carranza,Ciudad de México,Colonia,Arenal 3a Sección,15001
15730,Ciudad de México,Venustiano Carranza,Ciudad de México,Colonia,4 Árboles,15001
15810,Ciudad de México,Venustiano Carranza,Ciudad de México,Colonia,Merced Balbuena,15001
15830,Ciudad de México,Venustiano Carranza,Ciudad de México,Colonia,Artes Gráficas,15001
15950,Ciudad de México,Venustiano Carranza,Ciudad de México,Unidad habitacional,Unidad Kennedy,15001
15980,Ciudad de México,Venustiano Carranza,Ciudad de México,Colonia,24 de Abril,15001
16000,Ciudad de México,Xochimilco,Ciudad de México,Barrio,Barrio San Juan,16001
16010,Ciudad de México,Xochimilco,Ciudad de México,Colonia,Bosque Residencial del Sur,16001
