X,Y,Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,unnamed__1_,Marca_temporal,Calle,Numero_aproximado,Colonia,Delegacion,Nombre_contacto,Telefono,Articulos_Urgentes,Alimentos_Faltantes,Alimentos_Existentes,Medicamentos_Faltantes,Medicamentos_Existentes,Herramientas_Faltantes,Herramientas_Existentes,Otros_Articulos,Horario_Atencion,Requieren_voluntarios,Verificado,Estado,latitud,longitud
,,risco,unnamed (1): 91<br>Marca temporal: 21/09/17 10:03<br>Calle: Cda de risco <br>Numero_aproximado: 133<br>Colonia: Pedregal<br>Delegacion: Alvaro Obregon <br>Nombre_contacto: Maru arochi <br>Telefono: 5529559997<br>Articulos_Urgentes: Cobijas palas y picos<br>Alimentos_Faltantes: No perecederos <br>Alimentos_Existentes: Perecederos<br>Medicamentos_Faltantes: Todos<br>Medicamentos_Existentes: No<br>Herramientas_Faltantes: Palas y picos<br>Herramientas_Existentes: No<br>Otros_Articulos: Ropa<br>Horario_Atencion: 10 a 7<br>Requieren_voluntarios: No<br>Verificado: Sí<br>Estado: Ciudad de México<br>latitud: <br>longitud:,,,,,,,-1,,,91.0,21/09/17 10:03,Cda de risco,133.0,Pedregal,Alvaro Obregon,Maru arochi,5529559997,Cobijas palas y picos,No perecederos,Perecederos,Todos,No,Palas y picos,No,Ropa,10 a 7,No,Sí,Ciudad de México,,
-99.1709338,19.419062,Mexsi Bocu,"unnamed (1): 92<br>Marca temporal: 21/09/17 10:27<br>Calle: Durango<br>Numero_aproximado: 359<br>Colonia: Roma Norte<br>Delegacion: Cuauhtémoc<br>Nombre_contacto: Anna Sorrentino<br>Telefono: 6121595793<br>Articulos_Urgentes: Cajas<br>Alimentos_Faltantes: Comida no perecedera<br>Alimentos_Existentes: Comida preparada, comida no perecedera (latas, leche en polvo, café, galletas) <br>Medicamentos_Faltantes: kits de primeros auxilios<br>Medicamentos_Existentes: Insulina, metformina, kits de primeros auxilios (gasas, alcohol, paracetamol, isodine, jeringas)<br>Herramientas_Faltantes: Palas y picos<br>Herramientas_Existentes: Palas y picos<br>Otros_Articulos: papel de baño, jabón, agua, cobijas, ropa, guantes, productos de limpieza y de higiene personal<br>Horario_Atencion: <br>Requieren_voluntarios: No<br>Verificado: Sí<br>Estado: Ciudad de México<br>latitud: 19.419062<br>longitud: -99.1709338",,,,,-1,0,-1,,,92.0,21/09/17 10:27,Durango,359.0,Roma Norte,Cuauhtémoc,Anna Sorrentino,6121595793,Cajas,Comida no perecedera,"Comida preparada, comida no perecedera (latas, leche en polvo, café, galletas)",kits de primeros auxilios,"Insulina, metformina, kits de primeros auxilios (gasas, alcohol, paracetamol, isodine, jeringas)",Palas y picos,Palas y picos,"papel de baño, jabón, agua, cobijas, ropa, guantes, productos de limpieza y de higiene personal",,No,Sí,Ciudad de México,19.419062,-99.1709338
-99.1485699,19.3427151,Marabunta Café,"unnamed (1): 93<br>Marca temporal: 21/09/17 10:50<br>Calle: Miguel Ángel de Quevedo<br>Numero_aproximado: 485<br>Colonia: Romero de Terreros<br>Delegacion: Coyoacán<br>Nombre_contacto: Juan Carlos Narvaez<br>Telefono: 044 55 5969 3176<br>Articulos_Urgentes: Ninguna<br>Alimentos_Faltantes: Cualquiera<br>Alimentos_Existentes: Agua<br>Medicamentos_Faltantes: Cualquiera<br>Medicamentos_Existentes: Jeringas, gasas<br>Herramientas_Faltantes: Cualquiera<br>Herramientas_Existentes: Ninguna<br>Otros_Articulos: Cajas<br>Horario_Atencion: 9 am a 8 pm<br>Requieren_voluntarios: No<br>Verificado: Sí<br>Estado: Ciudad de México<br>latitud: 19.3427151<br>longitud: -99.1485699",,,,,-1,0,-1,,,93.0,21/09/17 10:50,Miguel Ángel de Quevedo,485.0,Romero de Terreros,Coyoacán,Juan Carlos Narvaez,044 55 5969 3176,Ninguna,Cualquiera,Agua,Cualquiera,"Jeringas, gasas",Cualquiera,Ninguna,Cajas,9 am a 8 pm,No,Sí,Ciudad de México,19.3427151,-99.1485699
-99.1846252,19.404049,Mega Comercial,unnamed (1): 94<br>Marca temporal: 21/09/17 10:56<br>Calle: Avenida Revolución<br>Numero_aproximado: 780<br>Colonia: Nonoalco<br>Delegacion: Ciudad de México<br>Nombre_contacto: Directamente los de la comercial<br>Telefono: No<br>Articulos_Urgentes: No<br>Alimentos_Faltantes: Gente puede donar sus compras del centro comercial<br>Alimentos_Existentes: No<br>Medicamentos_Faltantes: No<br>Medicamentos_Existentes: NO<br>Herramientas_Faltantes: No<br>Herramientas_Existentes: NO<br>Otros_Articulos: No<br>Horario_Atencion: 8 am a 4 pm<br>Requieren_voluntarios: No<br>Verificado: Sí<br>Estado: Ciudad de México<br>latitud: 19.404049<br>longitud: -99.1846252,,,,,-1,0,-1,,,94.0,21/09/17 10:56,Avenida Revolución,780.0,Nonoalco,Ciudad de México,Directamente los de la comercial,No,No,Gente puede donar sus compras del centro comercial,No,No,NO,No,NO,No,8 am a 4 pm,No,Sí,Ciudad de México,19.404049,-99.1846252
-99.1847606,19.3808815,Fonart,"unnamed (1): 95<br>Marca temporal: 21/09/17 11:03<br>Calle: Patriotismo <br>Numero_aproximado: 691<br>Colonia: Nonoalco<br>Delegacion: Ciudad México<br>Nombre_contacto: Cordinados con CEDESOL, de manera oficial<br>Telefono: No<br>Articulos_Urgentes: Equipo médico, insumos<br>Alimentos_Faltantes: Alimentos de animales<br>Alimentos_Existentes: No<br>Medicamentos_Faltantes: gasas, alcohol, medicamentos, papel higénico, toallas sanitarias, guantes, material de curación<br>Medicamentos_Existentes: No<br>Herramientas_Faltantes: No<br>Herramientas_Existentes: NO<br>Otros_Articulos: Agua embotellada, paniales<br>Horario_Atencion: 24 hs<br>Requieren_voluntarios: No<br>Verificado: Sí<br>Estado: Ciudad de México<br>latitud: 19.3808815<br>longitud: -99.1847606",,,,,-1,0,-1,,,95.0,21/09/17 11:03,Patriotismo,691.0,Nonoalco,Ciudad México,"Cordinados con CEDESOL, de manera oficial",No,"Equipo médico, insumos",Alimentos de animales,No,"gasas, alcohol, medicamentos, papel higénico, toallas sanitarias, guantes, material de curación",No,No,NO,"Agua embotellada, paniales",24 hs,No,Sí,Ciudad de México,19.3808815,-99.1847606
-99.1703704,19.3739026,Centro de Acopio Subdelegación 7 IMSS,unnamed (1): 96<br>Marca temporal: 21/09/17 11:05<br>Calle: Av. Coyoacán<br>Numero_aproximado: 1540<br>Colonia: Del Valle<br>Delegacion: Benito Juárez<br>Nombre_contacto: Suhayla Bazbaz <br>Telefono: 5519090005<br>Articulos_Urgentes: Nd<br>Alimentos_Faltantes: De todo<br>Alimentos_Existentes: De todo<br>Medicamentos_Faltantes: Nd<br>Medicamentos_Existentes: De todo<br>Herramientas_Faltantes: De todo<br>Herramientas_Existentes: Nd<br>Otros_Articulos: Nd<br>Horario_Atencion: 8 a 5 <br>Requieren_voluntarios: No<br>Verificado: Sí<br>Estado: Ciudad de México<br>latitud: 19.3739026<br>longitud: -99.1703704,,,,,-1,0,-1,,,96.0,21/09/17 11:05,Av. Coyoacán,1540.0,Del Valle,Benito Juárez,Suhayla Bazbaz,5519090005,Nd,De todo,De todo,Nd,De todo,De todo,Nd,Nd,8 a 5,No,Sí,Ciudad de México,19.3739026,-99.1703704
-99.1847606,19.3808815,,"unnamed (1): 97<br>Marca temporal: 21/09/17 11:27<br>Calle: Patriotismo<br>Numero_aproximado: 733<br>Colonia: Nonoalco Mixcoac<br>Delegacion: Benito Juárez<br>Nombre_contacto: Juliana González (encargada)<br>Telefono: 5522997188<br>Articulos_Urgentes: ninguno en particular, está iniciando y se recibe todo y se canaliza de otros albergues<br>Alimentos_Faltantes: todo tipo<br>Alimentos_Existentes: ninguno<br>Medicamentos_Faltantes: todo tipo<br>Medicamentos_Existentes: ninguno<br>Herramientas_Faltantes: todo tipo<br>Herramientas_Existentes: ninguno<br>Otros_Articulos: alimentos para perros<br>Horario_Atencion: 21 de septiembre TODO EL DIA. NO durante la noche<br>Requieren_voluntarios: No<br>Verificado: Sí<br>Estado: Ciudad de México<br>latitud: 19.3808815<br>longitud: -99.1847606",,,,,-1,0,-1,,,97.0,21/09/17 11:27,Patriotismo,733.0,Nonoalco Mixcoac,Benito Juárez,Juliana González (encargada),5522997188,"ninguno en particular, está iniciando y se recibe todo y se canaliza de otros albergues",todo tipo,ninguno,todo tipo,ninguno,todo tipo,ninguno,alimentos para perros,21 de septiembre TODO EL DIA. NO durante la noche,No,Sí,Ciudad de México,19.3808815,-99.1847606
-99.1712355,19.377925,Centro de Acopio Tlacoquemécatl,"unnamed (1): 98<br>Marca temporal: 21/09/17 11:27<br>Calle: Tlacoquemécatl<br>Numero_aproximado: 218<br>Colonia: Del Valle<br>Delegacion: Benito Juárez<br>Nombre_contacto: Jorge Arias de Sariñana<br>Telefono: 5540554542, 55593885<br>Articulos_Urgentes: Nd<br>Alimentos_Faltantes: Alimentos no perecederos, enlatados, arroz, café, frijoles, lentejas, galletas, agia, azúcar, sal <br>Alimentos_Existentes: Nd<br>Medicamentos_Faltantes: Nd<br>Medicamentos_Existentes: Ofrecen consulta médica, consulta psicológica, consulta dental<br>Herramientas_Faltantes: Nd<br>Herramientas_Existentes: Nd<br>Otros_Articulos: Cloro, jergas, detergente, cubetas, franelas, limpiador<br>Horario_Atencion: De 10 a 8<br>Requieren_voluntarios: No<br>Verificado: Sí<br>Estado: Ciudad de México<br>latitud: 19.377925<br>longitud: -99.1712355",,,,,-1,0,-1,,,98.0,21/09/17 11:27,Tlacoquemécatl,218.0,Del Valle,Benito Juárez,Jorge Arias de Sariñana,"5540554542, 55593885",Nd,"Alimentos no perecederos, enlatados, arroz, café, frijoles, lentejas, galletas, agia, azúcar, sal",Nd,Nd,"Ofrecen consulta médica, consulta psicológica, consulta dental",Nd,Nd,"Cloro, jergas, detergente, cubetas, franelas, limpiador",De 10 a 8,No,Sí,Ciudad de México,19.377925,-99.1712355
,,Universidad Iberoamericana Puebla,"unnamed (1): 99<br>Marca temporal: 21/09/17 11:47<br>Calle: Blvd. Del Niño Poblano · <br>Numero_aproximado: 2901<br>Colonia: Reserva Territorial Atlixcáyotl <br>Delegacion: Puebla<br>Nombre_contacto: Yatziri Zepeda<br>Telefono: 2227208799<br>Articulos_Urgentes: picos, palas, guantes, cubetas<br>Alimentos_Faltantes: atún, jamón, pan de caja, mayonesa, frijoles, lentejas, azúcar, pastas, jabón, pastas dentales, detergente, toallas sanitarias, pañales, papel higiénico, <br>Alimentos_Existentes: -<br>Medicamentos_Faltantes: -<br>Medicamentos_Existentes: -<br>Herramientas_Faltantes: picos, palas, guantes, cubetas, cortadoras de varillas<br>Herramientas_Existentes: -<br>Otros_Articulos: -<br>Horario_Atencion: 24 horas <br>Requieren_voluntarios: No<br>Verificado: Sí<br>Estado: Puebla<br>latitud: <br>longitud:",,,,,,,-1,,,99.0,21/09/17 11:47,Blvd. Del Niño Poblano ·,2901.0,Reserva Territorial Atlixcáyotl,Puebla,Yatziri Zepeda,2227208799,"picos, palas, guantes, cubetas","atún, jamón, pan de caja, mayonesa, frijoles, lentejas, azúcar, pastas, jabón, pastas dentales, detergente, toallas sanitarias, pañales, papel higiénico,",-,-,-,"picos, palas, guantes, cubetas, cortadoras de varillas",-,-,24 horas,No,Sí,Puebla,,
-99.166945,19.2775576,Estadio Olimpico Universitario,"unnamed (1): 100<br>Marca temporal: 21/09/17 11:51<br>Calle: Insurgentes Sur<br>Numero_aproximado: 1<br>Colonia: Ciudad Universitaria<br>Delegacion: Coyoacan <br>Nombre_contacto: María Fernanda<br>Telefono: 5540656880<br>Articulos_Urgentes: Impermeables gruesos, chalecos fluorescentes, cinceles, sinsayas (corta pernos 3/8), discos de diamante para cortar, limatones, gatos hidráulicos de botella de 10, clavos de acero para concreto y botas con casquillo<br>Alimentos_Faltantes: Ninguno<br>Alimentos_Existentes: Agua, alimentos no perecederos<br>Medicamentos_Faltantes: ninguno<br>Medicamentos_Existentes: ninguno<br>Herramientas_Faltantes: Impermeables gruesos, chalecos fluorescentes, cinceles, sinsayas (corta pernos 3/8), discos de diamante para cortar, limatones, gatos hidráulicos de botella de 10, clavos de acero para concreto y botas con casquillo<br>Herramientas_Existentes: Ninguno<br>Otros_Articulos: ninguno<br>Horario_Atencion: 24 horas<br>Requieren_voluntarios: No<br>Verificado: Sí<br>Estado: Ciudad de México<br>latitud: 19.2775576<br>longitud: -99.166945",,,,,-1,0,-1,,,100.0,21/09/17 11:51,Insurgentes Sur,1.0,Ciudad Universitaria,Coyoacan,María Fernanda,5540656880,"Impermeables gruesos, chalecos fluorescentes, cinceles, sinsayas (corta pernos 3/8), discos de diamante para cortar, limatones, gatos hidráulicos de botella de 10, clavos de acero para concreto y botas con casquillo",Ninguno,"Agua, alimentos no perecederos",ninguno,ninguno,"Impermeables gruesos, chalecos fluorescentes, cinceles, sinsayas (corta pernos 3/8), discos de diamante para cortar, limatones, gatos hidráulicos de botella de 10, clavos de acero para concreto y botas con casquillo",Ninguno,ninguno,24 horas,No,Sí,Ciudad de México,19.2775576,-99.166945
,,Petén y Zapata,"unnamed (1): 101<br>Marca temporal: 21/09/17 12:01<br>Calle: Petén y Zapata, entrando por Divisiòn y Zapata<br>Numero_aproximado: 0<br>Colonia: Santa Cruz Atoyac, residencial Emperadores<br>Delegacion: Benito Juàrez<br>Nombre_contacto: Miguel<br>Telefono: 4.4554E+11<br>Articulos_Urgentes: Ventiladores industriales o los que haya para alejar humos nocivos<br>Alimentos_Faltantes: ninguno <br>Alimentos_Existentes: ninguno<br>Medicamentos_Faltantes: ninguno<br>Medicamentos_Existentes: ninguno<br>Herramientas_Faltantes: Ventiladores industriales<br>Herramientas_Existentes: ninguno<br>Otros_Articulos: ninguno<br>Horario_Atencion: a partir de 11:15 am<br>Requieren_voluntarios: No<br>Verificado: Sí<br>Estado: Ciudad de México<br>latitud: <br>longitud:",,,,,,,-1,,,101.0,21/09/17 12:01,"Petén y Zapata, entrando por Divisiòn y Zapata",0.0,"Santa Cruz Atoyac, residencial Emperadores",Benito Juàrez,Miguel,4.4554E+11,Ventiladores industriales o los que haya para alejar humos nocivos,ninguno,ninguno,ninguno,ninguno,Ventiladores industriales,ninguno,ninguno,a partir de 11:15 am,No,Sí,Ciudad de México,,
,,Zócalo Puebla Capital,"unnamed (1): 102<br>Marca temporal: 21/09/17 12:07<br>Calle: 3 Oriente a un lado de la Catedral<br>Numero_aproximado: 0<br>Colonia: Centro<br>Delegacion: Puebla<br>Nombre_contacto: Yatziri Zepeda<br>Telefono: 222 7208799<br>Articulos_Urgentes: Cajas de cartón para transportar víveres, filtros de agua, garrafones vacíos para hacer llegar agua potable<br>Alimentos_Faltantes: frijoles, lentejas, arroz, atún, sardinas, pasta, tomate en salsa, galletas, pan de caja, y otros alimentos no perecederos y/o enlatados, agua embotellada, papel higiénico, toallas sanitarias, pañales, jabon, detergente, limpiadores, toallas, cobijas, palas, picos, cubrebocas, materiales de limpieza de heridas     <br>  <br>Alimentos_Existentes: -<br>Medicamentos_Faltantes: analgésicos, antibióticos<br>Medicamentos_Existentes: -<br>Herramientas_Faltantes: palas, picos, cubetas, carretillas, cortadores de varilla<br>Herramientas_Existentes: -<br>Otros_Articulos: -<br>Horario_Atencion: 24 horas<br>Requieren_voluntarios: No<br>Verificado: Sí<br>Estado: Puebla<br>latitud: <br>longitud:",,,,,,,-1,,,102.0,21/09/17 12:07,3 Oriente a un lado de la Catedral,0.0,Centro,Puebla,Yatziri Zepeda,222 7208799,"Cajas de cartón para transportar víveres, filtros de agua, garrafones vacíos para hacer llegar agua potable","frijoles, lentejas, arroz, atún, sardinas, pasta, tomate en salsa, galletas, pan de caja, y otros alimentos no perecederos y/o enlatados, agua embotellada, papel higiénico, toallas sanitarias, pañales, jabon, detergente, limpiadores, toallas, cobijas, palas, picos, cubrebocas, materiales de limpieza de heridas",-,"analgésicos, antibióticos",-,"palas, picos, cubetas, carretillas, cortadores de varilla",-,-,24 horas,No,Sí,Puebla,,
,,IMIFAP,"unnamed (1): 103<br>Marca temporal: 21/09/17 12:08<br>Calle: Málaga Norte<br>Numero_aproximado: 25<br>Colonia: Insurgentes Mixcoac<br>Delegacion: Benito Juárez<br>Nombre_contacto: Jorge Miranda<br>Telefono: 4530747037<br>Articulos_Urgentes: Ninguno<br>Alimentos_Faltantes: Pañales, Jabón, Cobijas, Papel sanitario, Toallas sanitarias, Alimento para bebé, Atún, Café soluble, Azúcar, Galletas saladas, Galletas dulces, Sardinas, Alimentos en lata abre-fácil<br>Alimentos_Existentes: Ninguno<br>Medicamentos_Faltantes: Ninguno<br>Medicamentos_Existentes: Ninguno<br>Herramientas_Faltantes: Ninguno<br>Herramientas_Existentes: Ninugno<br>Otros_Articulos: Ninguno<br>Horario_Atencion: 8:30 a 18:30<br>Requieren_voluntarios: No<br>Verificado: No<br>Estado: Ciudad de México<br>latitud: <br>longitud:",,,,,,,-1,,,103.0,21/09/17 12:08,Málaga Norte,25.0,Insurgentes Mixcoac,Benito Juárez,Jorge Miranda,4530747037,Ninguno,"Pañales, Jabón, Cobijas, Papel sanitario, Toallas sanitarias, Alimento para bebé, Atún, Café soluble, Azúcar, Galletas saladas, Galletas dulces, Sardinas, Alimentos en lata abre-fácil",Ninguno,Ninguno,Ninguno,Ninguno,Ninugno,Ninguno,8:30 a 18:30,No,No,Ciudad de México,,
,,Sala Chopin,"unnamed (1): 104<br>Marca temporal: 21/09/17 12:11<br>Calle: Avenida Álvaro Obregón 302<br>Numero_aproximado: 302<br>Colonia: Roma Norte<br>Delegacion: Cuauhtemoc<br>Nombre_contacto: Marce<br>Telefono: 4.4554E+11<br>Articulos_Urgentes: soluciones 500 ml, solución Hartman salina 0.9%, equipo de venoclisis, punzocat verde u azul, tablas de rescate con arnes, glocòmetro, saturas, <br>Alimentos_Faltantes: ninguno<br>Alimentos_Existentes: ninguno<br>Medicamentos_Faltantes: ninguno<br>Medicamentos_Existentes: ninguno<br>Herramientas_Faltantes: ninguno<br>Herramientas_Existentes: ninguno<br>Otros_Articulos: ninguno<br>Horario_Atencion: <br>Requieren_voluntarios: No<br>Verificado: Sí<br>Estado: Ciudad de México<br>latitud: <br>longitud:",,,,,,,-1,,,104.0,21/09/17 12:11,Avenida Álvaro Obregón 302,302.0,Roma Norte,Cuauhtemoc,Marce,4.4554E+11,"soluciones 500 ml, solución Hartman salina 0.9%, equipo de venoclisis, punzocat verde u azul, tablas de rescate con arnes, glocòmetro, saturas,",ninguno,ninguno,ninguno,ninguno,ninguno,ninguno,ninguno,,No,Sí,Ciudad de México,,
-99.2712081,19.361229,Universidad Iberoamericana,"unnamed (1): 105<br>Marca temporal: 21/09/17 12:16<br>Calle: Prolongacion Paseo de la Reforma <br>Numero_aproximado: 880<br>Colonia: Santa Fe<br>Delegacion: Cuajimalpa<br>Nombre_contacto: Neftalí Hernández<br>Telefono: 5513427753<br>Articulos_Urgentes: Medicamentos y herramientas, cubrebocas, equipos de curacion, algodón, guantes, palas, picos, herramienta para recoger escombros.<br>Alimentos_Faltantes: No hace falta<br>Alimentos_Existentes: No hace falta<br>Medicamentos_Faltantes: equipos de curacion, algodón, guantes<br>Medicamentos_Existentes: no<br>Herramientas_Faltantes: Palas, picos, herramientas para mover escombro<br>Herramientas_Existentes: No<br>Otros_Articulos: No<br>Horario_Atencion: 12:20<br>Requieren_voluntarios: No<br>Verificado: Sí<br>Estado: Ciudad de México<br>latitud: 19.361229<br>longitud: -99.2712081",,,,,-1,0,-1,,,105.0,21/09/17 12:16,Prolongacion Paseo de la Reforma,880.0,Santa Fe,Cuajimalpa,Neftalí Hernández,5513427753,"Medicamentos y herramientas, cubrebocas, equipos de curacion, algodón, guantes, palas, picos, herramienta para recoger escombros.",No hace falta,No hace falta,"equipos de curacion, algodón, guantes",no,"Palas, picos, herramientas para mover escombro",No,No,12:20,No,Sí,Ciudad de México,19.361229,-99.2712081
,,Aurrerá-Autopista México-Querétaro,"unnamed (1): 106<br>Marca temporal: 21/09/17 12:23<br>Calle: Avenida de los fresnos<br>Numero_aproximado: 69<br>Colonia: Arcos del alba<br>Delegacion: Cuautitlán Izcalli<br>Nombre_contacto: Diana Zurit Caballero Ortiz<br>Telefono: 4.45534E+11<br>Articulos_Urgentes: Enlatados, de higiene personal, material para remover escombros<br>Alimentos_Faltantes: Enlatados<br>Alimentos_Existentes: 0<br>Medicamentos_Faltantes: Analgesicos<br>Medicamentos_Existentes: 0<br>Herramientas_Faltantes: Cascos, guantes, picos, palas<br>Herramientas_Existentes: 0<br>Otros_Articulos: Dulces, ropa<br>Horario_Atencion: 10:00 am - 11:00 pm<br>Requieren_voluntarios: No<br>Verificado: Sí<br>Estado: Estado de México<br>latitud: <br>longitud:",,,,,,,-1,,,106.0,21/09/17 12:23,Avenida de los fresnos,69.0,Arcos del alba,Cuautitlán Izcalli,Diana Zurit Caballero Ortiz,4.45534E+11,"Enlatados, de higiene personal, material para remover escombros",Enlatados,0,Analgesicos,0,"Cascos, guantes, picos, palas",0,"Dulces, ropa",10:00 am - 11:00 pm,No,Sí,Estado de México,,
-99.1594853,19.3478154,MUSA,"unnamed (1): 107<br>Marca temporal: 21/09/17 12:31<br>Calle: Vallarta<br>Numero_aproximado: 7<br>Colonia: Barrio de la Concepción<br>Delegacion: Coyoacán<br>Nombre_contacto: Pilar Arévalo<br>Telefono: 044 55 14 74 88 29<br>Articulos_Urgentes: Papel, pinceles, crayolas, acuarelas, libros para niños, juguetes en buen estado, colores.<br>Alimentos_Faltantes: Dulces<br>Alimentos_Existentes: No aplica<br>Medicamentos_Faltantes: No medicamentos<br>Medicamentos_Existentes: No aplica<br>Herramientas_Faltantes: No aplica<br>Herramientas_Existentes: No aplica<br>Otros_Articulos: Ninguno<br>Horario_Atencion: 12 a 4 pm<br>Requieren_voluntarios: Sí<br>Verificado: Sí<br>Estado: Ciudad de México<br>latitud: 19.3478154<br>longitud: -99.1594853",,,,,-1,0,-1,,,107.0,21/09/17 12:31,Vallarta,7.0,Barrio de la Concepción,Coyoacán,Pilar Arévalo,044 55 14 74 88 29,"Papel, pinceles, crayolas, acuarelas, libros para niños, juguetes en buen estado, colores.",Dulces,No aplica,No medicamentos,No aplica,No aplica,No aplica,Ninguno,12 a 4 pm,Sí,Sí,Ciudad de México,19.3478154,-99.1594853
-99.1847363,19.4886907,Rock y ruedas,"unnamed (1): 108<br>Marca temporal: 21/09/17 12:32<br>Calle: Santos Degollado<br>Numero_aproximado: 943<br>Colonia: Los Angeles<br>Delegacion: Toluca<br>Nombre_contacto: Alejandra Herrera<br>Telefono: 7223903883<br>Articulos_Urgentes: Jeringas para insulina, material de curación, analgésicos, cacerolas y trastes para cocinar<br>Alimentos_Faltantes: Aceite para cocinar, dulces, cereales para niños, azúcar, leche en polvo<br>Alimentos_Existentes: Nada<br>Medicamentos_Faltantes: Insulina, jeringas para insulina, analgésicos.<br>Medicamentos_Existentes: Nada<br>Herramientas_Faltantes: Guantes, picos, palas, lamparas, pilas, costales.<br>Herramientas_Existentes: Nada<br>Otros_Articulos: Articulos de higiene personal<br>Horario_Atencion: 10:00 a 22:00<br>Requieren_voluntarios: Sí<br>Verificado: No<br>Estado: Estado de México<br>latitud: 19.4886907<br>longitud: -99.1847363",,,,,-1,0,-1,,,108.0,21/09/17 12:32,Santos Degollado,943.0,Los Angeles,Toluca,Alejandra Herrera,7223903883,"Jeringas para insulina, material de curación, analgésicos, cacerolas y trastes para cocinar","Aceite para cocinar, dulces, cereales para niños, azúcar, leche en polvo",Nada,"Insulina, jeringas para insulina, analgésicos.",Nada,"Guantes, picos, palas, lamparas, pilas, costales.",Nada,Articulos de higiene personal,10:00 a 22:00,Sí,No,Estado de México,19.4886907,-99.1847363
,,Colegio Alemán-Campus Norte-Plantel Lomas Verdes,"unnamed (1): 109<br>Marca temporal: 21/09/17 12:35<br>Calle: Super Avenida Lomas Verdes<br>Numero_aproximado: 520<br>Colonia: Alteña II<br>Delegacion: Naucalpan de Juarez, Lomas Verdes<br>Nombre_contacto: Colegio Alemán<br>Telefono: 3002 7544<br>Articulos_Urgentes: No especifica<br>Alimentos_Faltantes: Enlatados, atún, sardinas, sopa, frijoles, mayonesa, leche en polvo, galletas, café soluble, arroz<br>Alimentos_Existentes: No especifica<br>Medicamentos_Faltantes: Material de curación, jeringas, electrolitos<br>Medicamentos_Existentes: No especifica<br>Herramientas_Faltantes: Cubetas, guantes de carnaza, linternas, pilas, focos, extensiones<br>Herramientas_Existentes: No especifica<br>Otros_Articulos: Cloro, trapeadores, escobas, ropa nueva, ropa usada, zapatos, sábanas, cobijas, jabón, cepillos de dientes, papel higiénico, toallas sanitarias, pañales, detergentes<br>Horario_Atencion: 21 de septiembre 2017 de 8:00 a 17:00 horas<br>Requieren_voluntarios: No<br>Verificado: Sí<br>Estado: Estado de México<br>latitud: <br>longitud:",,,,,,,-1,,,109.0,21/09/17 12:35,Super Avenida Lomas Verdes,520.0,Alteña II,"Naucalpan de Juarez, Lomas Verdes",Colegio Alemán,3002 7544,No especifica,"Enlatados, atún, sardinas, sopa, frijoles, mayonesa, leche en polvo, galletas, café soluble, arroz",No especifica,"Material de curación, jeringas, electrolitos",No especifica,"Cubetas, guantes de carnaza, linternas, pilas, focos, extensiones",No especifica,"Cloro, trapeadores, escobas, ropa nueva, ropa usada, zapatos, sábanas, cobijas, jabón, cepillos de dientes, papel higiénico, toallas sanitarias, pañales, detergentes",21 de septiembre 2017 de 8:00 a 17:00 horas,No,Sí,Estado de México,,
-99.1724153,19.3722929,Unidad Miguel Alemán,"unnamed (1): 110<br>Marca temporal: 21/09/17 12:37<br>Calle: Felix Cuevas<br>Numero_aproximado: 100<br>Colonia: Pdte. Alemán<br>Delegacion: Pdte. Alemán<br>Nombre_contacto: Sra. Enriqueta Dávila Cejudo<br>Telefono: 5511333213<br>Articulos_Urgentes: Ropa, juguetes, paniales para ninios.<br>Alimentos_Faltantes: Todos<br>Alimentos_Existentes: No<br>Medicamentos_Faltantes: Todos<br>Medicamentos_Existentes: No<br>Herramientas_Faltantes: Todas<br>Herramientas_Existentes: No<br>Otros_Articulos: Todos<br>Horario_Atencion: Hasta que la lluvia los corra<br>Requieren_voluntarios: Sí<br>Verificado: Sí<br>Estado: Ciudad de México<br>latitud: 19.3722929<br>longitud: -99.1724153",,,,,-1,0,-1,,,110.0,21/09/17 12:37,Felix Cuevas,100.0,Pdte. Alemán,Pdte. Alemán,Sra. Enriqueta Dávila Cejudo,5511333213,"Ropa, juguetes, paniales para ninios.",Todos,No,Todos,No,Todas,No,Todos,Hasta que la lluvia los corra,Sí,Sí,Ciudad de México,19.3722929,-99.1724153
